condition,run_id,true_stage,q_hat,p_raw_E,p_raw_M,p_raw_L,p_fine_E,p_fine_M,p_fine_L,p_prior_E,p_prior_M,p_prior_L,p_raw_fine_E,p_raw_fine_M,p_raw_fine_L,p_raw_prior_E,p_raw_prior_M,p_raw_prior_L,p_mix_E,p_mix_M,p_mix_L,alpha_E,alpha_M,alpha_L,p_final_E,p_final_M,p_final_L,pred_A1,pred_A2,pred_A3,pred_A4,pred_A5,pred_A6
C6,128,middle,0.43642968,0.07933336,0.8538861,0.06678054,0.196894606855154,0.7147487391449439,0.0883566539989021,0.0836584624846246,0.9153117071060568,0.001029830408337,0.1315519265597668,0.7750389871347452,0.0934090863044879,0.1032428904671552,0.8251797291249819,0.0715773804068626,0.1117356012949386,0.810137506527911,0.0781268921761502,0.0008444325366502,0.9946787963731704,0.0044767710888867,0.0840128091053727,0.8562728289892886,0.0597143619043387,middle,middle,middle,middle,middle,middle
C6,129,middle,0.44468194,0.06519044,0.8710749,0.063734725,0.184043856028479,0.728872602778475,0.0870835411920458,0.0693651465651358,0.9293019217293648,0.0013329317045195,0.1163971887237248,0.7927579441226497,0.0908448671526255,0.0877275092218524,0.8428652775936175,0.06940721318353,0.0963284130724141,0.8278330775523273,0.0758385093742586,0.00070317067453,0.9950536099422012,0.0042432193820035,0.0724221024729479,0.8696382106498534,0.0579396868761987,middle,middle,middle,middle,middle,middle
C6,130,middle,0.4412253,0.05996325,0.88188404,0.05815265,0.1836132677849294,0.731401887067393,0.0849848451466776,0.0750901981161627,0.9237129572022446,0.0011968446806121,0.1118624410364856,0.8025961315557468,0.0855414274067674,0.0847316740235937,0.8506738983730051,0.0645944276024011,0.0928709041274613,0.8362505683278275,0.0708785275437109,0.0006558792767737,0.9954375048048916,0.0039066159170822,0.0698171479147938,0.8760473024471489,0.0541355496370572,middle,middle,middle,middle,middle,middle
C6,131,middle,0.4425191,0.05094541,0.8967814,0.05227316,0.1778925981801846,0.7398493325680447,0.0822580692507706,0.0729039547102523,0.9258498951213356,0.0012461501674317,0.1024522851967291,0.81774755553852,0.0798001592637509,0.0762051236448172,0.8642476973893892,0.0595471789647934,0.0840792721103908,0.8502976548341286,0.0656230730544806,0.0005796007437727,0.9958886433033884,0.0035317559516069,0.0632043542687399,0.886695401951495,0.0501002437787651,middle,middle,middle,middle,middle,middle
C6,132,middle,0.43919992,0.047249228,0.9060909,0.046659894,0.1797016778719858,0.7416288297632895,0.0786694923637247,0.0786187045128988,0.9202579161317468,0.0011233793543734,0.099625893925697,0.8265754072218852,0.0737986988514177,0.0743551517156341,0.8712326768176264,0.0544121714657395,0.0819363743786529,0.857835495938904,0.0602281296814429,0.0005528589076575,0.9962604253118592,0.0031867157792619,0.0615904955109075,0.8924417282821921,0.0459677762059002,middle,middle,middle,middle,middle,middle
C6,133,middle,0.43888494,0.039600592,0.9211546,0.039244805,0.1767589042354597,0.7490316275283273,0.0742094682352128,0.0791792156923243,0.9197084362775098,0.0011123480291847,0.0917781563682418,0.8424376113582919,0.0657842322724663,0.0673832352321357,0.8851068117970444,0.0475099529698197,0.0747017115729675,0.8723060516654185,0.0529922367606137,0.0004936490204977,0.9967694010851628,0.0027369498931386,0.0561496959348529,0.9034218890204,0.0404284150437469,middle,middle,middle,middle,middle,middle
C6,134,middle,0.43563417,0.037940264,0.92576605,0.036293667,0.1784126433964876,0.7491934336834593,0.0723939229190531,0.085152018227856,0.9138436118310922,0.0010043699400699,0.0906405662406853,0.846894679232281,0.0624647545260335,0.0673254100354003,0.8880572236158119,0.0446173663477876,0.0743199568969858,0.8757084603007528,0.0499715828012614,0.0004843305176429,0.996970928278582,0.0025447412025791,0.0558610503021528,0.9060240772952544,0.0381148724015927,middle,middle,middle,middle,middle,middle
C6,135,middle,0.43307406,0.034146804,0.93354225,0.03231096,0.1779104388470077,0.7529127952788988,0.0691767658730934,0.0901010701330971,0.9089724888385436,0.0009264410273768,0.0868351286571903,0.8554195818552363,0.0577452894865734,0.0648827865605076,0.8944345050997723,0.04068270833872,0.0714684891895124,0.8827300281264114,0.045801482683076,0.0004614077082124,0.9972345110049629,0.0023040812856383,0.0537167188191899,0.911356148846092,0.0349271323337182,middle,middle,middle,middle,middle,middle
C6,136,middle,0.4312298,0.033266157,0.9358271,0.030906806,0.1786556611064229,0.7532651460193696,0.0680791928732075,0.0938026740712655,0.9053234183879436,0.000873907539808,0.0861656851358629,0.8577805362145027,0.0560537786486343,0.0649524379029362,0.8957951051563057,0.0392524569397581,0.0713164120728142,0.8843907344737648,0.044292853452421,0.0004577674489807,0.9973305353311276,0.0022116972187077,0.0536017509168583,0.9126256846881476,0.0337725643939942,middle,middle,middle,middle,middle,middle
C6,137,middle,0.42987746,0.03031262,0.9417382,0.027949253,0.1779746075425467,0.7566355148702257,0.0653898775862276,0.0965904333645177,0.9025723653782152,0.000837201256284,0.0830405763746956,0.8645862865580071,0.0523731370662973,0.0626945335123575,0.9010704979617448,0.0362349685248976,0.0687983463710589,0.8901252345406235,0.0410764190873175,0.0004385625601649,0.997527586224308,0.0020338512143505,0.0517084004183377,0.9169758224615852,0.0313157771190771,middle,middle,middle,middle,middle,middle
C6,138,middle,0.43030164,0.02995365,0.94222295,0.027823452,0.1772452119401528,0.7572582921786739,0.0654964958801732,0.0957092931188203,0.9034421532127392,0.0008485536674578,0.082488964582705,0.8652355959360177,0.052275439480277,0.0621049848773869,0.9017815611945028,0.0361134539271102,0.0682201787889823,0.8908177716169573,0.0409620495930602,0.0004330878359498,0.997548750007826,0.0020181621550486,0.0512734060507264,0.9175005162147148,0.0312260777335587,middle,middle,middle,middle,middle,middle
C6,139,middle,0.42868012,0.0284328,0.9455067,0.026060535,0.1773730069397106,0.7588543370358508,0.0637726560234385,0.0991109942583306,0.9000830750252007,0.0008059307154858,0.0809750763270938,0.8690152056927347,0.0500097179791714,0.0614095717719067,0.9043223926891027,0.0342680355379905,0.0672792231384628,0.8937302365901922,0.0389905402703448,0.0004253632640699,0.9976603664810868,0.0019142702536716,0.0505657581698668,0.9197127690629554,0.0297214727661777,middle,middle,middle,middle,middle,middle
C6,140,middle,0.42632744,0.028976118,0.94537306,0.025650855,0.1793445958146492,0.7576247212106215,0.0630306829737292,0.1042080630028262,0.895044244379458,0.0007476926167326,0.0820476161455325,0.8685775105496559,0.0493748733038117,0.0632634828026378,0.9029323915977993,0.0338041255985629,0.0688987228055062,0.8926259272833562,0.0384753499101375,0.0004355547525015,0.99767774744624,0.0018866978000853,0.0517829307922573,0.9188888823241168,0.0293281868826257,middle,middle,middle,middle,middle,middle
C6,141,middle,0.42738637,0.027864942,0.9470936,0.025041394,0.1783218463503356,0.7592562180417434,0.0624219356069209,0.1018901196417347,0.897336488322574,0.000773392034708,0.0806388372596513,0.87076890860844,0.0485922541309085,0.0615309060096107,0.9052889754070343,0.0331801185823547,0.0672632853846229,0.894932955367456,0.0378037592469208,0.0004248931497117,0.9977272351492832,0.0018478716998351,0.0505536873258972,0.920631525312952,0.0288147873601506,middle,middle,middle,middle,middle,middle
C6,142,middle,0.42736092,0.027839499,0.9471693,0.024991216,0.1786252733858419,0.7589864471396135,0.0623882794735445,0.1019453734244321,0.8972818619480184,0.0007727646265662,0.0806890232243396,0.8707806034171002,0.0485303733575602,0.0615190477341052,0.9053544580207552,0.0331264942441396,0.0672700403811755,0.8949823016396588,0.0377476579781658,0.0004241232092437,0.9977325404966084,0.0018433362929777,0.0505585610881947,0.9206698613539354,0.02877157755687,middle,middle,middle,middle,middle,middle
C6,143,middle,0.42821988,0.02746794,0.9475988,0.024933243,0.1775709850903388,0.7598693948966815,0.0625596200119795,0.1000930018451019,0.899112789116638,0.000794209037277,0.0800341163892993,0.8714472568764442,0.0485186267332563,0.0606646210831033,0.9062581045236398,0.0330772743922568,0.0664754696749621,0.8958148502294812,0.0377096800945566,0.0004186714192171,0.9977417395703306,0.0018395890092834,0.049961270111028,0.9212965725647324,0.0287421573232395,middle,middle,middle,middle,middle,middle
C6,144,middle,0.42876065,0.027954586,0.9466721,0.02537335,0.1778436385896648,0.7590932563277472,0.0630631050815881,0.0989399280315397,0.900252073518067,0.0008079984494102,0.0806058957954904,0.8702868087644393,0.0491072954390702,0.0608799683029432,0.9055765127990604,0.0335435188969964,0.0667977465507074,0.8949896015886741,0.0382126518596185,0.0004206764853421,0.9977136987088446,0.0018656248046432,0.0502034790343682,0.920670625868756,0.0291258950958759,middle,middle,middle,middle,middle,middle
C6,145,middle,0.42909992,0.027378967,0.9475052,0.025115887,0.1769953786800403,0.7601351279103319,0.0628694934086278,0.0982216511107805,0.900961583169279,0.0008167657189574,0.0797916969548022,0.8714137461265189,0.0487945569176785,0.0600982652825931,0.906620359547761,0.0332813751686458,0.0660062947842558,0.8960583755213883,0.0379353296933556,0.000415351642617,0.9977335911848708,0.0018510571713435,0.0496085589988482,0.921477179437298,0.0289142615628538,middle,middle,middle,middle,middle,middle
C6,146,middle,0.42858744,0.027286006,0.9478394,0.024874609,0.1769164016040195,0.7602207267227455,0.062862871672235,0.0993081683330846,0.899888274680625,0.0008035569853073,0.0796791780275829,0.8717857023281151,0.048535119643302,0.0602771181197407,0.906702592179217,0.0330202897000421,0.0660977360920934,0.8962275252238865,0.0376747386830201,0.0004154666839097,0.9977471501128424,0.0018373832020796,0.0496771687400495,0.9216074314461642,0.0287153998127862,middle,middle,middle,middle,middle,middle
C6,147,middle,0.42978978,0.027106479,0.9477142,0.025179258,0.1756965264261082,0.7610903673706569,0.0632131062022348,0.0967733364991484,0.902391790727632,0.0008348727722367,0.0791766636897853,0.8718689111031533,0.0489544252060611,0.0594458666490776,0.9071942661527836,0.0333598671971387,0.0653651057612899,0.8965966596378945,0.0380382345998154,0.0004106950992335,0.9977355812673304,0.0018537236322684,0.0491265030957779,0.921881390045292,0.0289921068579299,middle,middle,middle,middle,middle,middle
C6,148,middle,0.43004274,0.027085228,0.94771934,0.025195386,0.1756734633565627,0.7610805496163301,0.0632459870261071,0.0962463572377271,0.902912035239835,0.0008416075214551,0.0791479743633877,0.8718715847708383,0.048980440864774,0.059291196872054,0.9073294578938652,0.0333793452330806,0.0652482301194541,0.8966920959569573,0.0380596739225886,0.0004095762149483,0.9977351349256646,0.0018552888582193,0.0490385666433297,0.9219528556991728,0.0290085776564975,middle,middle,middle,middle,middle,middle
C6,149,middle,0.43056393,0.02697654,0.9478453,0.02517822,0.1750550011183433,0.7615693754300914,0.063375623450565,0.0951675195615503,0.9039768338646796,0.0008556465727874,0.0788783759426456,0.8721249019615416,0.0489967220948128,0.0589065050326549,0.907726767498549,0.0333667274677961,0.0648980663056521,0.8970462078374467,0.0380557258559011,0.0004071391136158,0.9977384220032888,0.0018544388819281,0.048775334507645,0.9222192613789458,0.0290054041124091,middle,middle,middle,middle,middle,middle
C6,150,middle,0.42780825,0.028282622,0.9460726,0.025644816,0.1777088602397558,0.7591295147129117,0.0631616250463325,0.1009775002773002,0.8982386368766563,0.0007838628450604,0.0809111631517931,0.8696729614216782,0.0494158754255287,0.0617283229468084,0.9044502423512508,0.0338214347009408,0.0674831750083038,0.8940170580723791,0.0384997669183171,0.0004245908526367,0.9976930996999718,0.0018823094462202,0.0507185289693891,0.9199360684793166,0.0293454025502942,middle,middle,middle,middle,middle,middle
C6,151,middle,0.4302209,0.027517602,0.9469814,0.025501058,0.1761716384962662,0.7606259328399115,0.0632024286628223,0.0958765278245489,0.9032770904612206,0.0008463817132476,0.0797233958652428,0.8709881592594632,0.0492884448742941,0.0596496167017151,0.9066509513218448,0.03369943197544,0.0656717504507734,0.8959521137031302,0.0383761358450962,0.0004135704484503,0.9977129376027216,0.0018734919476593,0.0493572054501947,0.921392319678067,0.0292504748707382,middle,middle,middle,middle,middle,middle
C6,152,middle,0.42877644,0.027510684,0.94736403,0.025125258,0.1776111218575687,0.7597021186188823,0.0626867595225491,0.0989063994603731,0.9002851959096733,0.0008084046289705,0.0800848295564866,0.8711590192317286,0.0487561512107848,0.0604086497634965,0.906304787114186,0.0332865631213174,0.0663115037013935,0.8957610567494488,0.0379274395481576,0.000416892513251,0.9977314807383448,0.0018516267472352,0.04983785090436,0.9212536627467116,0.0289084863479282,middle,middle,middle,middle,middle,middle
C6,153,middle,0.4315061,0.027751304,0.9462463,0.026002357,0.1756178911865667,0.7603177541534116,0.0640643546590217,0.093240778296664,0.9058776286045042,0.000881593097849,0.0798200783801414,0.8701446110316052,0.0500353105872532,0.0592258011550365,0.9065345778820258,0.0342396209619376,0.065404084322568,0.8956175878268995,0.0389783278495322,0.0004114723416929,0.997686364152241,0.0019021635048969,0.0491559313273513,0.921134781908274,0.0297092867633747,middle,middle,middle,middle,middle,middle
C6,154,middle,0.43216893,0.028396508,0.9450191,0.026584303,0.1757973309723367,0.759529497615673,0.0646731714109902,0.0919033646561898,0.9071963415582136,0.000900293784614,0.0805305467097904,0.8686759983705417,0.0507934549186679,0.059557053333725,0.9055927125192312,0.0348502341460438,0.0658491013465446,0.8945176982746242,0.039633200377831,0.0004143755409132,0.997646879299981,0.0019387451579352,0.0494904198951389,0.9202999935310028,0.0302095865728583,middle,middle,middle,middle,middle,middle
C6,155,middle,0.4339731,0.028413089,0.9442355,0.027351374,0.1738387598893549,0.7604183560851573,0.0657428840244878,0.0883381648303851,0.9107087077971926,0.0009531273714401,0.0800401916155368,0.8680862683206091,0.051873540062854,0.0586650442044968,0.9056588538691164,0.0356761019253868,0.0650775884278088,0.8943870782045642,0.040535333366627,0.0004097735926236,0.997605423421465,0.0019848029847407,0.0489106347190146,0.9201916645088286,0.0308977007711567,middle,middle,middle,middle,middle,middle
C6,156,middle,0.43381295,0.028400745,0.9444979,0.027101412,0.1742605093975036,0.7601707017388685,0.0655687888626279,0.0886502285121021,0.9104014510384691,0.0009483204484465,0.0801385513890386,0.8682956011396522,0.0515658474703091,0.0587359814068963,0.9058532880447804,0.0354107305473232,0.065156752401539,0.894585981973242,0.040257265624219,0.0004098586915545,0.997617219121335,0.0019729221859398,0.0489700289740449,0.9203437912603044,0.0306861797646505,middle,middle,middle,middle,middle,middle
C6,157,middle,0.43551704,0.029069027,0.942572,0.028358994,0.1735733546740061,0.759495027079567,0.0669316182454269,0.0853736764311905,0.9136256511253076,0.0010006724425201,0.0806369421268911,0.866146195740252,0.0532168621318567,0.0585870228947729,0.9046788511774728,0.0367341259267542,0.0652019986644083,0.8931190545463065,0.0416789467882849,0.0004107921592678,0.9975439826595078,0.002045225180052,0.0490041970381253,0.9192252865746464,0.0317705163862281,middle,middle,middle,middle,middle,middle
C6,158,middle,0.4366483,0.029035069,0.94246376,0.028501185,0.1734925994310864,0.7595561838043229,0.0669512167635907,0.0832516360943878,0.9157114292104264,0.001036934694204,0.0805779417418299,0.8660504253382053,0.0533716329189646,0.0580177016640629,0.9050892353808196,0.0368930629541172,0.064785773687393,0.8933775923680355,0.0418366339435714,0.0004081196269873,0.9975360141926656,0.0020558661791747,0.0486913601722937,0.9194171978242328,0.0318914420024736,middle,middle,middle,middle,middle,middle
C6,159,middle,0.43482205,0.029263487,0.9424284,0.028308142,0.1745205009533023,0.7587320298421235,0.0667474692035741,0.0866983058033288,0.912322696755794,0.0009789974398951,0.0810778756054428,0.8658090880044793,0.0531130363890777,0.0591223278812459,0.9042067528733124,0.0366709192444417,0.0657089921985049,0.8926874534126624,0.0416035543878325,0.0004140639391058,0.9975394219177278,0.0020465141419935,0.0493852601336573,0.9189004455389684,0.0317142943263741,middle,middle,middle,middle,middle,middle
C6,160,middle,0.43389755,0.028648019,0.9439725,0.027379518,0.175197408908411,0.7591131833122022,0.0656894077783867,0.0884852632351154,0.9105638797773828,0.0009508569865197,0.0806256066661281,0.8674897391974169,0.0518846541354549,0.0589475698440353,0.9053524140189269,0.0357000161360377,0.0654509808906631,0.8939936115724739,0.0405554075358629,0.0004122866600726,0.9975959991379376,0.0019917142008185,0.0491913073330176,0.9198942084638791,0.0309144842021031,middle,middle,middle,middle,middle,middle
C6,161,middle,0.45037955,0.028858045,0.93760806,0.03353382,0.1637563258407862,0.7644817084066375,0.0717619657515761,0.0607150692423704,0.9376948776501944,0.0015900531064565,0.077845373174173,0.8623880475684399,0.0597665792563871,0.0520850574891536,0.9056913424603692,0.0422236000494771,0.0598131521946594,0.8927003539927905,0.0474864938115501,0.0003770831847191,0.9972911701560824,0.0023317466580258,0.0449541349421763,0.9188480580336532,0.0361978070231706,middle,middle,middle,middle,middle,middle
C6,162,middle,0.4462752,0.02861887,0.9392496,0.032131597,0.1643705727296382,0.7648037360900346,0.0708256911793273,0.0668494630136131,0.9317500168400948,0.0014005201453123,0.0777799829004697,0.8641103629747514,0.0581096541237786,0.0533997057439523,0.9058469326957882,0.0407533615592594,0.0607137888909075,0.8933259617794772,0.0459602493286152,0.0003801791712344,0.997346327852069,0.0022734929755244,0.0456303864609912,0.9193310532976648,0.035038560240344,middle,middle,middle,middle,middle,middle
C6,163,middle,0.4467305,0.02858352,0.93920165,0.032214824,0.1642053413076148,0.7648803087697702,0.0709143499216149,0.0661445798199378,0.9324349922103878,0.001420427968695,0.0776998849700146,0.8640822316682376,0.0582178833607477,0.0531846967899421,0.9059708987832172,0.0408444044258407,0.0605392532439638,0.8934042986487234,0.0460564481063128,0.0003792560126477,0.9973458098240618,0.0022749341621183,0.0454992539361367,0.9193896764425976,0.0351110696202657,middle,middle,middle,middle,middle,middle
C6,164,middle,0.44993588,0.02937228,0.9357744,0.034853335,0.1619803720268394,0.7650866635489265,0.0729329644232341,0.0613546213007078,0.9370769390519892,0.0015684396463242,0.0779077009277384,0.8607130870834884,0.0613792119877732,0.0527512626839339,0.9037106569202876,0.0435380803947785,0.0602981941570752,0.8908113859692479,0.0488904198726769,0.000378728428995,0.9971995989054604,0.0024216726643693,0.0453183277250572,0.9174084392033413,0.0372732330706016,middle,middle,middle,middle,middle,middle
C6,165,middle,0.45374623,0.029300261,0.9341214,0.036578383,0.1587509250360091,0.7668011508904438,0.0744479240725471,0.0560424133211092,0.9421939819968308,0.0017636046810821,0.0769885612504723,0.8595236151966144,0.0634878235519133,0.0513114329391473,0.9033718236265624,0.0453167434332903,0.0590145714325448,0.890217361097578,0.0507680674688771,0.0003708517484199,0.9971043479180404,0.0025248003323637,0.0443536415115155,0.916939107802734,0.0387072506847505,middle,middle,middle,middle,middle,middle
C6,166,middle,0.45637932,0.03048484,0.9297352,0.039780017,0.1561208125279288,0.7669724141368102,0.0769067733342609,0.0526040273568168,0.9454841387198856,0.0019118339223203,0.0774867267921978,0.8552814594044367,0.0672318138023655,0.0516075299209937,0.8999093915476789,0.0484830785303273,0.0593712889823549,0.8865210119047063,0.0541076991119387,0.000374065575614,0.9969178026907576,0.0027081317324474,0.0446219831306717,0.9141202096012604,0.0412578072670677,middle,middle,middle,middle,middle,middle
C6,167,middle,0.46138558,0.03020817,0.92746145,0.042330366,0.1529819071291347,0.7682979702941841,0.0787201225756811,0.0465641022409545,0.9512086692416396,0.0022272285164297,0.0763647900384905,0.8534598181589634,0.070175391801546,0.0497603398075581,0.899187491192299,0.0510521689991427,0.0577416748768378,0.8854691892822983,0.0567891358398637,0.0003643955754147,0.9967780804730167,0.002857523950386,0.043397355051484,0.9132964120800195,0.0433062328674962,middle,middle,middle,middle,middle,middle
C6,168,middle,0.47055346,0.03249297,0.9165054,0.05100166,0.1465604156254256,0.7683869302265113,0.085052654147063,0.0370574885746579,0.960003821934825,0.0029386894895425,0.0769135301499418,0.8431850519108551,0.0799014179382031,0.0495377976733922,0.8910892760870919,0.0593729262385158,0.0577505174163571,0.8767180088342209,0.065531473748422,0.0003672914460129,0.9962924090868936,0.0033402994658997,0.0434047109237731,0.906611608897433,0.0499836801777938,middle,middle,middle,middle,middle,middle
C6,169,middle,0.4835607,0.03510001,0.8993177,0.065582246,0.1388270844605139,0.7680746855722534,0.0930982299662327,0.0265378928122228,0.9691294559285905,0.0043326512582128,0.0773059872186242,0.8277004793872851,0.0949935333930906,0.0492336893065722,0.877964171976326,0.0728021387161018,0.0576553786801877,0.8628850641996136,0.0794595571191984,0.0003724739595166,0.995469612200975,0.0041579138382958,0.0433346525000223,0.8960312012000017,0.060634146298976,middle,middle,middle,middle,middle,middle
C6,170,middle,0.49388233,0.039400533,0.8695114,0.09108809,0.1313939920084507,0.7634965677218256,0.1051094402687237,0.0202153368334056,0.9739127949691452,0.0058718681964745,0.0791810876940715,0.8013908629297006,0.1194280493752276,0.0513864241074172,0.8539949193495551,0.0946186565420278,0.0597248231834134,0.8382137024235987,0.1020614743919877,0.0003970286601059,0.9940099336821514,0.0055930376564953,0.0448928745525893,0.8771627602382911,0.0779443652081194,middle,middle,middle,middle,middle,middle
C6,171,middle,0.5033934,0.042865217,0.836924,0.1202108,0.1249836245549235,0.7594747897935872,0.1155415856504893,0.0156550632565775,0.9765993560983968,0.0077455806440489,0.0803945309672506,0.774652711047285,0.1449527579844642,0.0530623912536052,0.8289338514101638,0.1180037573352308,0.0612620331676988,0.8126495093013002,0.1260884575300008,0.0004212166281416,0.9922332614085276,0.0073455219620446,0.0460518290328128,0.8575454473281684,0.0964027236380186,middle,middle,middle,middle,middle,middle
C6,172,middle,0.5055533,0.04706872,0.813908,0.13902324,0.1237545823769927,0.756037333934465,0.1202080836875422,0.0147632581037681,0.976991938749542,0.008244803145712,0.0836850576463653,0.7561994240007188,0.1601155183519159,0.0564372251569941,0.8114380780853625,0.1321246967566435,0.0646115749038054,0.7948664818599693,0.1405219432352251,0.0004556139872998,0.9908641969250588,0.0086801890863259,0.0485725846746828,0.8438659106263082,0.1075615046980088,middle,middle,middle,middle,middle,middle
C6,173,middle,0.5136125,0.04765771,0.7944274,0.15791489,0.1202882975338686,0.75375564396306,0.1259560585020713,0.0118398822618065,0.977766646922114,0.0103934708150987,0.0831004297385882,0.7415031894120967,0.1753963808483149,0.0559883262235941,0.7975059395259348,0.1465057342494709,0.0641219572780923,0.7807051144917835,0.155172928229124,0.0004626103718819,0.9895151949602324,0.0100221946665463,0.0482071205515438,0.8329076346089664,0.1188852448384897,middle,middle,middle,middle,middle,middle
C6,174,middle,0.51849055,0.05074585,0.76092035,0.18833382,0.118407916473988,0.7495704218865761,0.1320216616384359,0.0103458178866269,0.9777106347696388,0.0119435473427504,0.0850282812244644,0.7166474209496526,0.1983242978248829,0.0580127557725188,0.7736824758701495,0.1683047683563317,0.0661174134081024,0.7565719593940005,0.177310627196897,0.0004918725152244,0.9873883925448188,0.0121197349385759,0.0497110281848877,0.8142760676817826,0.1360129041323297,middle,middle,middle,middle,middle,middle
C6,175,middle,0.5289565,0.052335385,0.70989555,0.23776905,0.1120234380368536,0.7450860458251695,0.1428905161369768,0.0077214271004735,0.9762358499675592,0.0160427229309766,0.0843389543444315,0.6810711254084183,0.2345899202461501,0.0582634516103559,0.7388585764439707,0.2028779719446734,0.0660861024305786,0.7215223411333049,0.2123915564351164,0.0005163889157838,0.9836745486075368,0.0158090624752338,0.0496936740518854,0.7870603930019505,0.1632459329451639,middle,middle,middle,middle,middle,middle
C6,176,middle,0.52098805,0.052849185,0.7453163,0.20183447,0.1179327618612532,0.747360574021797,0.1347066641159498,0.0096518476607534,0.9775281292931944,0.0128200230450668,0.0866143276654819,0.7051922610877877,0.2081934112457303,0.0595440981069324,0.7627341520491936,0.1777217498428739,0.0676651669744973,0.7454715847607718,0.1868632482637308,0.0005149635442468,0.98503372092249,0.0144513155318566,0.0508776161169398,0.8053621188012833,0.1437602650807769,middle,middle,middle,middle,middle,middle
C6,177,middle,0.5272335,0.052462578,0.71912503,0.22841236,0.1136380235917778,0.7460742163518259,0.1402877600553963,0.0081047947825908,0.976608346576116,0.0152868586403038,0.084937608432699,0.6873905393117532,0.2276718522545477,0.0585543024098475,0.7450240692913609,0.1964216282977914,0.066469294216703,0.7277340102974786,0.2057966954848183,0.000517191020604,0.983606287338907,0.0158765216390524,0.0499812684176837,0.7917020795579222,0.1583166520233941,middle,middle,middle,middle,middle,middle
C6,178,middle,0.52223736,0.051987156,0.74147356,0.20653923,0.1159983575342925,0.7472610920660177,0.1367405503986898,0.0093215131023043,0.9773974160255948,0.0132810708711147,0.0853247525290495,0.702679433027665,0.2119958144422854,0.0586555404275666,0.7602135161608251,0.1811309434106081,0.0666563040580115,0.7429532912208772,0.1903904047201113,0.0005089115296998,0.9847038258972176,0.0147872625716718,0.0501194559259387,0.8033909248900447,0.1464896191830165,middle,middle,middle,middle,middle,middle
C6,179,middle,0.5195219,0.049533755,0.7643374,0.18612882,0.1170913213273555,0.7502263244250836,0.1326823542465608,0.0100536926578524,0.977647960735484,0.0122983466056794,0.0836473332824891,0.7193160333753728,0.197036633341138,0.0568879279094912,0.776171438640475,0.1669406334490337,0.0649157495213905,0.7591148170609444,0.175969433416665,0.0004851072497734,0.9863819839318196,0.0131329088170254,0.0488080889534909,0.815931608778741,0.135260302266768,middle,middle,middle,middle,middle,middle
C6,180,middle,0.50754213,0.046515007,0.81486434,0.13862069,0.1230893136208427,0.7553113695785975,0.1215993167995597,0.0139844815709341,0.9772838887142918,0.0087316297137957,0.0830203785650953,0.7567824140590702,0.1601972073748344,0.0557441715687562,0.8122755417756677,0.1319802866545761,0.0639270336676579,0.7956276034606885,0.1404453628706535,0.0004553629742354,0.9898171826027528,0.0097274544216911,0.0480591159943061,0.8441749982462723,0.1077658857584215,middle,middle,middle,middle,middle,middle
C6,181,middle,0.5027605,0.043390177,0.83643895,0.12017085,0.1243510413816973,0.7597438061191563,0.1159051524981465,0.0159257947347354,0.9764693280290246,0.0076048772352632,0.0807251251121142,0.7742922229836685,0.1449826519032173,0.0536188126425627,0.8284736050758211,0.1179075822806161,0.0617507063834281,0.8122191904481753,0.1260301031673964,0.0004291571091452,0.9915605240790596,0.0080103188105039,0.0464203190648608,0.8570545238559588,0.0965251570781803,middle,middle,middle,middle,middle,middle
C6,182,middle,0.49763444,0.041947413,0.8520599,0.10599267,0.1268435643220803,0.7621887631521209,0.1109676725247985,0.0182856548380989,0.9751621773902583,0.0065521677706672,0.0802161925430987,0.7870236391431362,0.132760168312765,0.0530767167897622,0.8402669895290743,0.1066562936801632,0.0612185595157631,0.8242939844132929,0.1144874560699437,0.0004176532863141,0.992654052340208,0.0069282943722061,0.046018332958404,0.8663840013950808,0.0875976656455153,middle,middle,middle,middle,middle,middle
C6,183,middle,0.4934488,0.0422074,0.86129457,0.09649805,0.1310340036604584,0.7631487066015228,0.1058172897370187,0.020450091929141,0.973752122537268,0.0057977855326162,0.0816620447213605,0.7944710089169761,0.1238669463606633,0.0540160666855622,0.8471218630970073,0.0988620702164304,0.0623098600963017,0.831326606842998,0.1063635330597002,0.0004208706074576,0.9933371462575205,0.0062419831337617,0.0468376127240937,0.8718292416966854,0.0813331455782209,middle,middle,middle,middle,middle,middle
C6,184,middle,0.49716693,0.041669216,0.8566165,0.10171432,0.1289230964893178,0.7628304411477188,0.1082464623619633,0.0185163781780277,0.975020173808568,0.0064634480124291,0.0805423062660877,0.7907658141531598,0.1286918795797525,0.052940626482637,0.8438132477135613,0.1032461258028018,0.0612211304176721,0.8278990176454409,0.110879851935887,0.0004153390481081,0.993147765735626,0.0064368952150015,0.0460196825752842,0.8692112046680445,0.0847691127556712,middle,middle,middle,middle,middle,middle
C6,185,middle,0.4852418,0.03851948,0.88504046,0.07644011,0.1368159086289209,0.7660223565844019,0.0971617347856772,0.0253976529495264,0.9700486739837608,0.0045536730657389,0.0799431799605099,0.8147966389898665,0.1052601810486235,0.0520886189461389,0.865803213019262,0.0821081680335989,0.0604449872504502,0.8505012408104434,0.0890537719381062,0.0003993600171448,0.9945398556683276,0.0050607843132946,0.0454335804421265,0.8865108945249661,0.0680555250319073,middle,middle,middle,middle,middle,middle
