Setting,Task,Train_conditions,Test_condition,condition,run_id,true_stage,pred_stage,p_E,p_M,p_L,q_hat
Single-source,S2_C1_to_C6,C1,C6,C6,253,late,late,0.08006006064481783,0.3189142814155768,0.6010256579386053,0.5973079800605774
Single-source,S2_C1_to_C6,C1,C6,C6,254,late,late,0.08002665221859809,0.3216889372458187,0.5982844105345833,0.5959934592247009
Single-source,S2_C1_to_C6,C1,C6,C6,255,late,late,0.08011085252277506,0.3208578958160123,0.5990312516602126,0.595560610294342
Single-source,S2_C1_to_C6,C1,C6,C6,256,late,late,0.07963795807067198,0.32020432126473486,0.6001577206635933,0.59625244140625
Single-source,S2_C1_to_C6,C1,C6,C6,257,late,late,0.07841562898787861,0.3142270948332494,0.6073572761778719,0.6005201935768127
Single-source,S2_C1_to_C6,C1,C6,C6,258,late,late,0.07801794720391485,0.3144535811961987,0.6075284715988865,0.599689781665802
Single-source,S2_C1_to_C6,C1,C6,C6,259,late,late,0.07793797850978516,0.314235060632211,0.6078269608570038,0.5997857451438904
Single-source,S2_C1_to_C6,C1,C6,C6,260,late,late,0.07783421747160874,0.3127867404483458,0.6093790420790456,0.6000875234603882
Single-source,S2_C1_to_C6,C1,C6,C6,261,late,late,0.07716095266971858,0.30787762549058206,0.6149614218386994,0.6024311780929565
Single-source,S2_C1_to_C6,C1,C6,C6,262,late,late,0.07738608736987779,0.3058135438347877,0.6168003687943344,0.6029802560806274
Single-source,S2_C1_to_C6,C1,C6,C6,263,late,late,0.07704141910944043,0.30212734565564364,0.6208312352339159,0.6046773195266724
Single-source,S2_C1_to_C6,C1,C6,C6,264,late,late,0.07747049957213484,0.30193228950843026,0.6205972109184349,0.6041944622993469
Single-source,S2_C1_to_C6,C1,C6,C6,265,late,late,0.07696972640535286,0.2979937859391577,0.6250364876544894,0.6064903140068054
Single-source,S2_C1_to_C6,C1,C6,C6,266,late,late,0.07685639381080663,0.29684576219640996,0.6262978439917833,0.6068258285522461
Single-source,S2_C1_to_C6,C1,C6,C6,267,late,late,0.07670431654626314,0.29586753688573236,0.6274281465670045,0.6073824763298035
Single-source,S2_C1_to_C6,C1,C6,C6,268,late,late,0.07679411807793121,0.2949377282776367,0.6282681536434321,0.607759416103363
Single-source,S2_C1_to_C6,C1,C6,C6,269,late,late,0.07687486478361881,0.2955679215286928,0.6275572136866884,0.607286810874939
Single-source,S2_C1_to_C6,C1,C6,C6,270,late,late,0.07647974757784033,0.29380571222912133,0.6297145401920383,0.607804000377655
Single-source,S2_C1_to_C6,C1,C6,C6,271,late,late,0.07686965386035303,0.2946438127962436,0.6284865333424033,0.6074278950691223
Single-source,S2_C1_to_C6,C1,C6,C6,272,late,late,0.07673060832962039,0.2944129781114047,0.628856413557975,0.6076737642288208
Single-source,S2_C1_to_C6,C1,C6,C6,273,late,late,0.07670603733180578,0.29516852019601325,0.6281254424711811,0.6072931885719299
Single-source,S2_C1_to_C6,C1,C6,C6,274,late,late,0.07698065299406807,0.2963408627091679,0.626678484295764,0.6060187220573425
Single-source,S2_C1_to_C6,C1,C6,C6,275,late,late,0.07714082644822752,0.2965934846213891,0.6262656889293834,0.6053652763366699
Single-source,S2_C1_to_C6,C1,C6,C6,276,late,late,0.07779458499078971,0.29719204641044633,0.6250133685977639,0.6044071316719055
Single-source,S2_C1_to_C6,C1,C6,C6,277,late,late,0.07808031078595268,0.2979430074684022,0.6239766817446452,0.6037951111793518
Single-source,S2_C1_to_C6,C1,C6,C6,278,late,late,0.07856163494117335,0.29960135696602574,0.621837008091801,0.6026569604873657
Single-source,S2_C1_to_C6,C1,C6,C6,279,late,late,0.07811325940323223,0.29584491481058156,0.6260418257851862,0.6063703894615173
Single-source,S2_C1_to_C6,C1,C6,C6,280,late,late,0.07832240274910905,0.2959960987143334,0.6256814985355575,0.6044995188713074
Single-source,S2_C1_to_C6,C1,C6,C6,281,late,late,0.07813125553537623,0.29346142864247965,0.6284073158211442,0.6045297980308533
Single-source,S2_C1_to_C6,C1,C6,C6,282,late,late,0.07887224776656744,0.2956655406208214,0.6254622116116111,0.6033147573471069
Single-source,S2_C1_to_C6,C1,C6,C6,283,late,late,0.07917391085419609,0.29556164460874945,0.6252644445360545,0.6036956310272217
Single-source,S2_C1_to_C6,C1,C6,C6,284,late,late,0.07944810629096363,0.29628078229236465,0.6242711114156717,0.6033549904823303
Single-source,S2_C1_to_C6,C1,C6,C6,285,late,late,0.07942240675494126,0.29612166373897275,0.624455929505086,0.6032726168632507
Single-source,S2_C1_to_C6,C1,C6,C6,286,late,late,0.0796277304496854,0.29536300896598383,0.6250092605833308,0.6034917831420898
Single-source,S2_C1_to_C6,C1,C6,C6,287,late,late,0.07906027770479924,0.2935373933025856,0.6274023289916152,0.6051900386810303
Single-source,S2_C1_to_C6,C1,C6,C6,288,late,late,0.07791689676513626,0.29143783053879657,0.6306452726950672,0.606644868850708
Single-source,S2_C1_to_C6,C1,C6,C6,289,late,late,0.07534944406398751,0.28342779324535633,0.6412227626896563,0.6129297614097595
Single-source,S2_C1_to_C6,C1,C6,C6,290,late,late,0.07436841147741874,0.269664646376758,0.6559669421448232,0.6165323257446289
Single-source,S2_C1_to_C6,C1,C6,C6,291,late,late,0.07246927677385037,0.2580297016264234,0.6695010215987263,0.6225457191467285
Single-source,S2_C1_to_C6,C1,C6,C6,292,late,late,0.07040436089955662,0.2574332969460665,0.672162342153377,0.6241599321365356
Single-source,S2_C1_to_C6,C1,C6,C6,293,late,late,0.07036322763096972,0.2568551439446774,0.6727816284233529,0.6248207092285156
Single-source,S2_C1_to_C6,C1,C6,C6,294,late,late,0.07091631619054216,0.2582913914154043,0.6707922923930535,0.6231018304824829
Single-source,S2_C1_to_C6,C1,C6,C6,295,late,late,0.07076295153880718,0.25519759913623274,0.6740394493239601,0.6240485310554504
Single-source,S2_C1_to_C6,C1,C6,C6,296,late,late,0.0709498480776259,0.2522267634947872,0.676823388426587,0.6255015730857849
Single-source,S2_C1_to_C6,C1,C6,C6,297,late,late,0.07118575308430254,0.2509452274175429,0.6778690194971546,0.6260443925857544
Single-source,S2_C1_to_C6,C1,C6,C6,298,late,late,0.07134371790191163,0.2506110981707764,0.678045183926312,0.6262046098709106
Single-source,S2_C1_to_C6,C1,C6,C6,299,late,late,0.07188236036714338,0.2503258273524562,0.6777918122794006,0.6258244514465332
Single-source,S2_C1_to_C6,C1,C6,C6,300,late,late,0.0732388117598312,0.25388661118596045,0.6728745770532084,0.6226797103881836
Single-source,S2_C1_to_C6,C1,C6,C6,301,late,late,0.0731320278611454,0.2539918498952279,0.6728761222426267,0.6231914162635803
Single-source,S2_C1_to_C6,C1,C6,C6,302,late,late,0.07317234357710917,0.2543649278756611,0.6724627285462298,0.6229845285415649
Single-source,S2_C1_to_C6,C1,C6,C6,303,late,late,0.07338424751724457,0.2539853502282984,0.672630402253457,0.623124361038208
Single-source,S2_C1_to_C6,C1,C6,C6,304,late,late,0.07391946498963742,0.2548725622711634,0.6712079727381993,0.622503936290741
Single-source,S2_C1_to_C6,C1,C6,C6,305,late,late,0.07387152889315575,0.254235386607377,0.6718930844984673,0.6229804754257202
Single-source,S2_C1_to_C6,C1,C6,C6,306,late,late,0.0740709038305211,0.2531070230142219,0.672822073154257,0.6233593821525574
Single-source,S2_C1_to_C6,C1,C6,C6,307,late,late,0.07424328103955034,0.25243258391378626,0.6733241350456634,0.6233634352684021
Single-source,S2_C1_to_C6,C1,C6,C6,308,late,late,0.07452596323432266,0.2526730528318098,0.6728009839328676,0.6230406165122986
Single-source,S2_C1_to_C6,C1,C6,C6,309,late,late,0.07467766170401782,0.2517114878958594,0.6736108503991227,0.6234463453292847
Single-source,S2_C1_to_C6,C1,C6,C6,310,late,late,0.07481468789506697,0.25143496853152536,0.6737503435724077,0.6230892539024353
Single-source,S2_C1_to_C6,C1,C6,C6,311,late,late,0.07901153757447105,0.25099914717208827,0.6699893152524408,0.619539737701416
Single-source,S2_C1_to_C6,C1,C6,C6,312,late,late,0.07605324374561191,0.24864912150142654,0.6752976347519616,0.6233104467391968
Single-source,S2_C1_to_C6,C1,C6,C6,313,late,late,0.07606345272252597,0.2505473061677148,0.6733892411087592,0.622509777545929
Single-source,S2_C1_to_C6,C1,C6,C6,314,late,late,0.07643512849376789,0.2518094166515444,0.6717554548536877,0.6219587326049805
Single-source,S2_C1_to_C6,C1,C6,C6,315,late,late,0.07833732569296917,0.2540866761944034,0.6675759981116275,0.6193435192108154
Single-source,S3_C4_to_C1,C4,C1,C1,12,early,early,0.897946202795584,0.08806698543830199,0.013986811765113977,0.25331568717956543
Single-source,S3_C4_to_C1,C4,C1,C1,13,early,early,0.8990091452949799,0.08700088195621679,0.013989972747803378,0.25247853994369507
Single-source,S3_C4_to_C1,C4,C1,C1,14,early,early,0.8992178952956777,0.08673228218203095,0.014049822521291408,0.25307556986808777
Single-source,S3_C4_to_C1,C4,C1,C1,15,early,early,0.8993463711806045,0.08664142477309278,0.014012204045302817,0.25261443853378296
Single-source,S3_C4_to_C1,C4,C1,C1,16,early,early,0.8995805112622255,0.0864273505379761,0.013992138198798364,0.2529446482658386
Single-source,S3_C4_to_C1,C4,C1,C1,17,early,early,0.8994357919750089,0.0865178176971792,0.01404639032681193,0.2527101933956146
Single-source,S3_C4_to_C1,C4,C1,C1,18,early,early,0.8994714209264234,0.08647116213550596,0.01405741693707066,0.25299209356307983
Single-source,S3_C4_to_C1,C4,C1,C1,19,early,early,0.8993978295366188,0.08654203042972125,0.014060140032659922,0.25282561779022217
Single-source,S3_C4_to_C1,C4,C1,C1,20,early,early,0.8993247570528341,0.08660109177439533,0.014074151171770535,0.25313878059387207
Single-source,S3_C4_to_C1,C4,C1,C1,21,early,early,0.8996593449461577,0.08611542561286396,0.014225229439978296,0.2529071271419525
Single-source,S3_C4_to_C1,C4,C1,C1,22,early,early,0.8996046681865204,0.08621016443448942,0.01418516737799017,0.2531208097934723
Single-source,S3_C4_to_C1,C4,C1,C1,23,early,early,0.8994656213259735,0.08632552896112206,0.014208849711904439,0.2532588839530945
Single-source,S3_C4_to_C1,C4,C1,C1,24,early,early,0.899641405450419,0.08614755337386637,0.014211041174714613,0.2532529830932617
Single-source,S3_C4_to_C1,C4,C1,C1,25,early,early,0.8995735002807753,0.08619196616895528,0.014234533549269367,0.2535687983036041
Single-source,S3_C4_to_C1,C4,C1,C1,26,early,early,0.8994716558479794,0.08627286392073488,0.01425548023028566,0.25401735305786133
Single-source,S3_C4_to_C1,C4,C1,C1,27,early,early,0.8995562599501521,0.08614700901852992,0.014296731030318,0.2540283799171448
Single-source,S3_C4_to_C1,C4,C1,C1,28,early,early,0.8994759007822276,0.08620598092876756,0.014318118288004807,0.25430405139923096
Single-source,S3_C4_to_C1,C4,C1,C1,29,early,early,0.8994650305682637,0.08620639033033008,0.014328579100406176,0.2543177306652069
Single-source,S3_C4_to_C1,C4,C1,C1,30,early,early,0.8994505505832179,0.08618782907183516,0.014361620343946986,0.25427699089050293
Single-source,S3_C4_to_C1,C4,C1,C1,31,early,early,0.899395748702166,0.08624828447616507,0.014355966820669044,0.2543119788169861
Single-source,S3_C4_to_C1,C4,C1,C1,32,early,early,0.8994216331086067,0.0861808814666742,0.014397485423719087,0.2542135417461395
Single-source,S3_C4_to_C1,C4,C1,C1,33,early,early,0.8993764156501705,0.08633860994329964,0.01428497440552988,0.253938227891922
Single-source,S3_C4_to_C1,C4,C1,C1,34,early,early,0.899407593583665,0.08632708415827876,0.014265322257056293,0.2536866366863251
Single-source,S3_C4_to_C1,C4,C1,C1,35,early,early,0.8994978114850416,0.08634345547325056,0.014158733040707782,0.2528610825538635
Single-source,S3_C4_to_C1,C4,C1,C1,36,early,early,0.8994392447989654,0.08644689801277189,0.014113857187262657,0.2527516484260559
Single-source,S3_C4_to_C1,C4,C1,C1,37,early,early,0.8992978310011929,0.08663023493015092,0.014071934067656142,0.25242990255355835
Single-source,S3_C4_to_C1,C4,C1,C1,38,early,early,0.899384244486185,0.0865864581707704,0.014029297342044595,0.25265052914619446
Single-source,S3_C4_to_C1,C4,C1,C1,39,early,early,0.8992924140264869,0.08672997597643231,0.013977609996080843,0.2521037757396698
Single-source,S3_C4_to_C1,C4,C1,C1,40,early,early,0.8993106075109345,0.08677186924392696,0.013917523244138578,0.2523302435874939
Single-source,S3_C4_to_C1,C4,C1,C1,41,early,early,0.898874255947588,0.08720465386605053,0.013921090185361541,0.2523837387561798
Single-source,S3_C4_to_C1,C4,C1,C1,42,early,early,0.8990415497855765,0.08710862993792132,0.013849820275502168,0.25272348523139954
Single-source,S3_C4_to_C1,C4,C1,C1,43,early,early,0.8988249919440103,0.0873309559773581,0.013844052077631648,0.25286293029785156
Single-source,S3_C4_to_C1,C4,C1,C1,44,early,early,0.8988904619326646,0.0872762769054579,0.013833261160877434,0.2533705532550812
Single-source,S3_C4_to_C1,C4,C1,C1,45,early,early,0.8989628970311465,0.0871923249481879,0.013844778019665618,0.253353476524353
Single-source,S3_C4_to_C1,C4,C1,C1,46,early,early,0.8992263342642116,0.0868888574264526,0.01388480830833586,0.2535822093486786
Single-source,S3_C4_to_C1,C4,C1,C1,47,early,early,0.8992045222438816,0.08686195837993346,0.013933519375184928,0.2536684274673462
Single-source,S3_C4_to_C1,C4,C1,C1,48,early,early,0.89918219997972,0.08684512615561281,0.013972673863667188,0.2538881003856659
Single-source,S3_C4_to_C1,C4,C1,C1,49,early,early,0.8991863511065566,0.08680827208076537,0.014005376811678077,0.25390908122062683
Single-source,S3_C4_to_C1,C4,C1,C1,50,early,early,0.8992155204611884,0.0867381784469152,0.01404630109089645,0.2541044056415558
Single-source,S3_C4_to_C1,C4,C1,C1,51,early,early,0.899199758930137,0.0867251906967242,0.014075050372138895,0.2541442811489105
Single-source,S3_C4_to_C1,C4,C1,C1,52,early,early,0.8992519849910251,0.08667960644432775,0.01406840856364723,0.2541208863258362
Single-source,S3_C4_to_C1,C4,C1,C1,53,early,early,0.8991735393750131,0.08674210017373345,0.01408436045025337,0.25409936904907227
Single-source,S3_C4_to_C1,C4,C1,C1,54,early,early,0.8992101019550978,0.08670373292256092,0.014086165121341282,0.2541724145412445
Single-source,S3_C4_to_C1,C4,C1,C1,55,early,early,0.8991983814452192,0.08669919019620587,0.01410242835757491,0.2542537748813629
Single-source,S3_C4_to_C1,C4,C1,C1,56,early,early,0.8992168554074892,0.0867131110856765,0.014070033505834207,0.25425711274147034
Single-source,S3_C4_to_C1,C4,C1,C1,57,early,early,0.8992428785649774,0.08668606684326838,0.014071054590754166,0.2541227340698242
Single-source,S3_C4_to_C1,C4,C1,C1,58,early,early,0.8992958286621828,0.08665129662759231,0.014052874709224939,0.2541566491127014
Single-source,S3_C4_to_C1,C4,C1,C1,59,early,early,0.8992966305091582,0.08663368697336063,0.014069682516481219,0.25422579050064087
Single-source,S3_C4_to_C1,C4,C1,C1,60,early,early,0.8993460266942008,0.08662839333431574,0.014025579970483537,0.2541345953941345
Single-source,S3_C4_to_C1,C4,C1,C1,61,early,early,0.8993492716060383,0.08662456847753812,0.014026159915423615,0.2541797161102295
Single-source,S3_C4_to_C1,C4,C1,C1,62,early,early,0.8993998204696774,0.08660072986286825,0.01399944966645437,0.2541262209415436
Single-source,S3_C4_to_C1,C4,C1,C1,63,early,early,0.899365145919197,0.08660076770365824,0.014034086376144776,0.25431501865386963
Single-source,S3_C4_to_C1,C4,C1,C1,64,early,early,0.8993392969819687,0.08663618406878103,0.014024518948250254,0.2542944550514221
Single-source,S3_C4_to_C1,C4,C1,C1,65,early,early,0.8992900839330361,0.08662818520530546,0.014081730860658514,0.25478798151016235
Single-source,S3_C4_to_C1,C4,C1,C1,66,early,early,0.899284447756,0.08662044354650877,0.014095108696491245,0.25514325499534607
Single-source,S3_C4_to_C1,C4,C1,C1,67,early,early,0.8993126494736656,0.08660310058560344,0.014084249939730911,0.2553863525390625
Single-source,S3_C4_to_C1,C4,C1,C1,68,early,early,0.8992958227808113,0.08660111470319212,0.01410306251499664,0.255467027425766
Single-source,S3_C4_to_C1,C4,C1,C1,69,early,early,0.8993226380551803,0.0865731555644844,0.014104206379335264,0.255511611700058
Single-source,S3_C4_to_C1,C4,C1,C1,70,early,early,0.8993280374231531,0.08655797660197222,0.014113985973874666,0.2555404305458069
Single-source,S3_C4_to_C1,C4,C1,C1,71,early,early,0.8993675960182081,0.08651245257711264,0.014119951403679316,0.2554763853549957
Single-source,S3_C4_to_C1,C4,C1,C1,72,early,early,0.899458002859649,0.08642735282042505,0.01411464431892596,0.2552553415298462
Single-source,S3_C4_to_C1,C4,C1,C1,73,early,early,0.8994886815846455,0.08640043039334921,0.014110888021005415,0.25511693954467773
Single-source,S3_C4_to_C1,C4,C1,C1,74,early,early,0.8994944044980957,0.08637040477800914,0.01413519072289516,0.2550838887691498
Single-source,S3_C4_to_C1,C4,C1,C1,75,early,early,0.8995668451702327,0.08632604721085092,0.014107107617916354,0.2547481954097748
Single-source,S3_C4_to_C1,C4,C1,C1,76,early,early,0.8996580580514422,0.08626165536191356,0.014080286585644218,0.25438356399536133
Single-source,S3_C4_to_C1,C4,C1,C1,77,early,early,0.8995338522306956,0.08642050240908677,0.0140456453592176,0.25426754355430603
Single-source,S3_C4_to_C1,C4,C1,C1,78,early,early,0.8993065557361867,0.08667335766191732,0.014020086600896061,0.2543172240257263
Single-source,S3_C4_to_C1,C4,C1,C1,79,early,early,0.8990974200027783,0.08693930430890714,0.013963275687314557,0.2541530132293701
Single-source,S3_C4_to_C1,C4,C1,C1,80,early,early,0.898976811106744,0.08709163575548728,0.01393155313676881,0.25399982929229736
Single-source,S3_C4_to_C1,C4,C1,C1,81,early,early,0.898879936264041,0.08721375633963957,0.01390630739531948,0.25406596064567566
Single-source,S3_C4_to_C1,C4,C1,C1,82,early,early,0.8985869624414721,0.08753860919108418,0.013874428366443769,0.25376802682876587
Single-source,S3_C4_to_C1,C4,C1,C1,83,early,early,0.8984298575391111,0.0877517088809547,0.01381843357893419,0.2534376382827759
Single-source,S3_C4_to_C1,C4,C1,C1,84,early,early,0.8980048020385358,0.08821755599577345,0.013777641964690737,0.25301939249038696
Single-source,S3_C4_to_C1,C4,C1,C1,85,early,early,0.8974977595472571,0.08874904251278833,0.013753197938954598,0.2532545328140259
Single-source,S3_C4_to_C1,C4,C1,C1,86,early,early,0.8963391982365875,0.08999252285366789,0.01366827890874472,0.25240278244018555
Single-source,S3_C4_to_C1,C4,C1,C1,87,early,early,0.8950409124423493,0.0913044857575717,0.013654601799078927,0.2522343397140503
Single-source,S3_C4_to_C1,C4,C1,C1,88,early,early,0.8929058385783494,0.09340275060327974,0.01369141081737091,0.25210997462272644
Single-source,S3_C4_to_C1,C4,C1,C1,89,early,early,0.8914406613599613,0.09479580197234425,0.013763536666694444,0.25246262550354004
Single-source,S3_C4_to_C1,C4,C1,C1,90,early,early,0.8860174046494573,0.0999845037812752,0.013998091568267475,0.25206834077835083
Single-source,S3_C4_to_C1,C4,C1,C1,91,early,early,0.8819364947108642,0.10384239928283223,0.014221106005303548,0.2515883445739746
Single-source,S3_C4_to_C1,C4,C1,C1,92,early,early,0.8750391511186404,0.11043488851286191,0.014525960367497672,0.25110936164855957
Single-source,S3_C4_to_C1,C4,C1,C1,93,early,early,0.8676132024394191,0.11741955314511136,0.014967244414469604,0.2512258291244507
Single-source,S3_C4_to_C1,C4,C1,C1,94,early,early,0.848113932324436,0.13598046340973904,0.015905604264824957,0.2517801821231842
Single-source,S3_C4_to_C1,C4,C1,C1,95,early,early,0.8263475484174824,0.1567635476740211,0.016888903907496505,0.25425034761428833
Single-source,S3_C4_to_C1,C4,C1,C1,96,early,early,0.7849694291768873,0.19666546337093044,0.018365107451182347,0.2547975778579712
Single-source,S3_C4_to_C1,C4,C1,C1,97,early,early,0.5554691472343695,0.4237157288460202,0.020815123918610314,0.2692336142063141
Single-source,S3_C4_to_C1,C4,C1,C1,98,early,middle,0.3690983110529037,0.6140665999959047,0.016835088950191656,0.2764403522014618
Single-source,S3_C4_to_C1,C4,C1,C1,99,early,middle,0.17863191085864016,0.8105629913483791,0.01080509779198084,0.29129672050476074
Single-source,S3_C4_to_C1,C4,C1,C1,100,early,middle,0.10793486351840642,0.88296929361851,0.009095842862083684,0.3002358675003052
Single-source,S3_C4_to_C1,C4,C1,C1,101,early,middle,0.08117166001075102,0.9109545420582658,0.00787379792998318,0.315834641456604
Single-source,S3_C4_to_C1,C4,C1,C1,102,early,middle,0.07572585145256269,0.9165698058636194,0.007704342682818101,0.3208957314491272
Single-source,S3_C4_to_C1,C4,C1,C1,103,early,middle,0.06982721357762144,0.9226038192648593,0.007568967156519269,0.3286421000957489
Single-source,S3_C4_to_C1,C4,C1,C1,104,early,middle,0.06681369168552104,0.9253315945216276,0.007854713791851438,0.33369767665863037
Single-source,S3_C4_to_C1,C4,C1,C1,105,early,middle,0.06313281953412478,0.9288663561693984,0.008000824295476862,0.33939993381500244
Single-source,S3_C4_to_C1,C4,C1,C1,106,early,middle,0.06159657911818176,0.9300888679198629,0.008314552960955441,0.34238317608833313
Single-source,S3_C4_to_C1,C4,C1,C1,107,early,middle,0.06061138812941935,0.9308967821772595,0.008491829692321168,0.34415507316589355
Single-source,S3_C4_to_C1,C4,C1,C1,108,early,middle,0.06003186635132806,0.9313431335436311,0.008625000104040893,0.3453456163406372
Single-source,S3_C4_to_C1,C4,C1,C1,109,early,middle,0.060827232258066,0.9304569825548086,0.00871578518612546,0.3444700539112091
Single-source,S3_C4_to_C1,C4,C1,C1,110,early,middle,0.06135805384303406,0.9299056584004971,0.008736287755468877,0.3438204824924469
Single-source,S3_C4_to_C1,C4,C1,C1,111,early,middle,0.062241265705386524,0.9292255283142014,0.008533205979412078,0.3421255648136139
Single-source,S3_C4_to_C1,C4,C1,C1,112,early,middle,0.06259475588558562,0.9290537418590893,0.008351502254325106,0.34120333194732666
Single-source,S3_C4_to_C1,C4,C1,C1,113,early,middle,0.06333669135658326,0.9285861269941366,0.008077181648280217,0.3395013213157654
Single-source,S3_C4_to_C1,C4,C1,C1,114,early,middle,0.06392206676909498,0.9280888498435343,0.007989083386370643,0.33844244480133057
Single-source,S3_C4_to_C1,C4,C1,C1,115,early,middle,0.06442986664755912,0.9277718439733456,0.007798289378095283,0.3372028172016144
Single-source,S3_C4_to_C1,C4,C1,C1,116,early,middle,0.06484443145493869,0.9274689250429442,0.007686643501117133,0.3362937867641449
Single-source,S3_C4_to_C1,C4,C1,C1,117,middle,middle,0.0652272062455873,0.9272428471947037,0.0075299465587090695,0.3352884352207184
Single-source,S3_C4_to_C1,C4,C1,C1,118,middle,middle,0.0655775328654481,0.9269687628872831,0.007453704246268822,0.33457714319229126
Single-source,S3_C4_to_C1,C4,C1,C1,119,middle,middle,0.06607811708005866,0.9266116535466742,0.007310229372267155,0.3334566056728363
Single-source,S3_C4_to_C1,C4,C1,C1,120,middle,middle,0.06613662728630848,0.9266267504683037,0.007236622244387909,0.33316275477409363
Single-source,S3_C4_to_C1,C4,C1,C1,121,middle,middle,0.06620363611208772,0.9266697952050539,0.007126568681858381,0.3327502906322479
Single-source,S3_C4_to_C1,C4,C1,C1,122,middle,middle,0.06636803129508201,0.9265354564401956,0.007096512263722379,0.33241039514541626
Single-source,S3_C4_to_C1,C4,C1,C1,123,middle,middle,0.06675439930883781,0.9262226323622598,0.007022968327902498,0.33163949847221375
Single-source,S3_C4_to_C1,C4,C1,C1,124,middle,middle,0.06709183118124681,0.9259024012108177,0.007005767606935576,0.331107497215271
Single-source,S3_C4_to_C1,C4,C1,C1,125,middle,middle,0.06677931775996883,0.92630768260021,0.006912999638821099,0.3312782347202301
Single-source,S3_C4_to_C1,C4,C1,C1,126,middle,middle,0.066645963457065,0.926451308953342,0.006902727588592956,0.33143526315689087
Single-source,S3_C4_to_C1,C4,C1,C1,127,middle,middle,0.0667552246546956,0.9264283567081713,0.006816418636133075,0.3309994339942932
Single-source,S3_C4_to_C1,C4,C1,C1,128,middle,middle,0.06653860440151713,0.9266173310431823,0.006844064554300637,0.3314056992530823
Single-source,S3_C4_to_C1,C4,C1,C1,129,middle,middle,0.06863433982809498,0.924409261749692,0.006956398421213048,0.3287881314754486
Single-source,S3_C4_to_C1,C4,C1,C1,130,middle,middle,0.07089533290426529,0.9218676257137397,0.007237041380994984,0.32649993896484375
Single-source,S3_C4_to_C1,C4,C1,C1,131,middle,middle,0.07241773389055957,0.9201934744424154,0.00738879166602497,0.3249400556087494
Single-source,S3_C4_to_C1,C4,C1,C1,132,middle,middle,0.07450602797602161,0.9177620541074726,0.007731917915505821,0.3232642710208893
Single-source,S3_C4_to_C1,C4,C1,C1,133,middle,middle,0.07818691446682612,0.913878626532282,0.007934458999891852,0.31889304518699646
Single-source,S3_C4_to_C1,C4,C1,C1,134,middle,middle,0.08439877431437108,0.9069249556939255,0.00867626999070344,0.3135850131511688
Single-source,S3_C4_to_C1,C4,C1,C1,135,middle,middle,0.08922804380712324,0.9016690722435986,0.009102883948278167,0.30942320823669434
Single-source,S3_C4_to_C1,C4,C1,C1,136,middle,middle,0.09863207008402018,0.8912245692820882,0.01014336063289169,0.3029637038707733
Single-source,S3_C4_to_C1,C4,C1,C1,137,middle,middle,0.10788535227965212,0.8809400163099721,0.011174631409375815,0.29857325553894043
Single-source,S3_C4_to_C1,C4,C1,C1,138,middle,middle,0.1268795919325423,0.8599946044950804,0.013125803571377449,0.29204824566841125
Single-source,S3_C4_to_C1,C4,C1,C1,139,middle,middle,0.13295706628912404,0.8533783785521685,0.013664555157707549,0.2915075421333313
Single-source,S3_C4_to_C1,C4,C1,C1,140,middle,middle,0.1477427824611335,0.8374381098221855,0.014819107715680969,0.2885252833366394
Single-source,S3_C4_to_C1,C4,C1,C1,141,middle,middle,0.13128460026424876,0.8551825629396675,0.013532836795083622,0.29305970668792725
Single-source,S3_C4_to_C1,C4,C1,C1,142,middle,middle,0.11651066910663212,0.8713595438472499,0.012129787045118016,0.2966724932193756
Single-source,S3_C4_to_C1,C4,C1,C1,143,middle,middle,0.10655097394190817,0.8825502414338939,0.010898784623197976,0.29931288957595825
Single-source,S3_C4_to_C1,C4,C1,C1,144,middle,middle,0.09529995683820773,0.8951960911914406,0.009503951969351668,0.3044814467430115
Single-source,S3_C4_to_C1,C4,C1,C1,145,middle,middle,0.08828974760437334,0.9030289430521842,0.008681309342442456,0.3091622591018677
Single-source,S3_C4_to_C1,C4,C1,C1,146,middle,middle,0.08187967669861458,0.9101961642480605,0.007924159052324967,0.31399068236351013
Single-source,S3_C4_to_C1,C4,C1,C1,147,middle,middle,0.0781600041588864,0.9143744892759705,0.007465506564143163,0.3171772360801697
Single-source,S3_C4_to_C1,C4,C1,C1,148,middle,middle,0.0746000886722015,0.9182957637099843,0.007104147616814195,0.32081443071365356
Single-source,S3_C4_to_C1,C4,C1,C1,149,middle,middle,0.07342082937261057,0.9196236125059334,0.006955558120456068,0.32198530435562134
Single-source,S3_C4_to_C1,C4,C1,C1,150,middle,middle,0.07124361582703463,0.921932133822204,0.006824250349761383,0.324712872505188
Single-source,S3_C4_to_C1,C4,C1,C1,151,middle,middle,0.07063732885163876,0.9225930039434124,0.00676966720394901,0.3254207670688629
Single-source,S3_C4_to_C1,C4,C1,C1,152,middle,middle,0.06866227713069084,0.9246634206950177,0.006674302173291408,0.32805120944976807
Single-source,S3_C4_to_C1,C4,C1,C1,153,middle,middle,0.06818655817343695,0.9251227236309195,0.006690718194643575,0.32881680130958557
Single-source,S3_C4_to_C1,C4,C1,C1,154,middle,middle,0.06703039526699267,0.9262570417828461,0.006712562949161328,0.33060166239738464
Single-source,S3_C4_to_C1,C4,C1,C1,155,middle,middle,0.06673228063500343,0.9264997511004566,0.006767968263539972,0.3312373459339142
