condition,feature,baseline_n,baseline_median,baseline_iqr_or_std
C6,ch4_wp_energy_ratio_3,30,0.10262376320471506,0.018179137074296983
C6,ch4_wp_energy_ratio_4,30,0.0595196419436277,0.01897762347056664
C6,ch4_wp_energy_ratio_5,30,0.09863585680217675,0.009522861778311312
C6,ch4_wp_energy_ratio_6,30,0.27041701282979985,0.01698394701718542
C6,ch4_wp_energy_ratio_7,30,0.06559463574205565,0.0287910324513206
C6,ch4_wp_energy_ratio_8,30,0.01215567112323775,0.0013876376860727738
C6,ch4_wp_entropy,30,1.800388514751827,0.06324588934110897
C6,ch4_wp_energy_max_ratio,30,0.29063917106226494,0.03692861737044234
C6,ch5_mean,30,-0.0038482313718213998,0.005157884726612124
C6,ch5_std,30,0.1128785066508466,0.015325739091152035
C6,ch5_var,30,0.01274206018446135,0.0035712749295647005
C6,ch5_min,30,-0.532,0.06999999999999995
C6,ch5_max,30,0.465,0.06175000000000003
C6,ch5_ptp,30,0.988,0.12900000000000011
C6,ch5_median,30,0.0005,0.00875
C6,ch5_q25,30,-0.08499999999999999,0.017
C6,ch5_q75,30,0.079,0.023999999999999994
C6,ch5_iqr,30,0.1575,0.025999999999999995
C6,ch5_rms,30,0.11505057507912685,0.013737148234348448
C6,ch5_mean_abs,30,0.0926816201814519,0.011787327118148241
C6,ch5_skew,30,-0.12620351130078727,0.04049531783934454
C6,ch5_kurtosis,30,-0.1475801516518138,0.17106865835586882
C6,ch5_crest_factor,30,4.540723712091074,0.2970434772174402
C6,ch5_shape_factor,30,1.241950224254441,0.009065971465223255
C6,ch5_impulse_factor,30,5.63525177852035,0.3791405155253118
C6,ch5_margin_factor,30,6.614473157091267,0.4832411882213341
C6,ch5_dom_freq_norm,30,0.02099609375,0.053641290071066335
C6,ch5_dom_power,30,6.828629260431187,4.018679499851092
C6,ch5_spec_centroid,30,0.1239563393505172,0.021031819555823908
C6,ch5_rms_freq,30,0.18950600900801173,0.02207653269816004
C6,ch5_spec_entropy,30,3.731423500557282,0.2545005736957857
C6,ch5_band_power_q1,30,16.944617554902322,7.403919881020373
C6,ch5_band_power_q2,30,1.593244250748025,0.5648577612714702
C6,ch5_band_power_q3,30,6.551119184899656,0.854469378561963
C6,ch5_band_power_q4,30,1.5186365135114435,0.911978518190816
C6,ch5_band_ratio_q4_q1,30,0.0706857200511243,0.06922265487951304
C6,ch5_total_power,30,26.130788013479886,7.302366096392753
C6,ch5_wp_energy_1,30,1786.0050198601273,660.247183386904
C6,ch5_wp_energy_2,30,112.80075461301836,22.30155821233066
C6,ch5_wp_energy_3,30,130.9409365233347,24.561732970110583
C6,ch5_wp_energy_4,30,83.83018122665791,21.386426012361994
C6,ch5_wp_energy_5,30,170.2549811196825,19.909699766164096
C6,ch5_wp_energy_6,30,493.61147558905816,57.98670130756358
C6,ch5_wp_energy_7,30,93.48882600291995,68.9498679623886
C6,ch5_wp_energy_8,30,33.06260403498486,8.61959404220552
C6,ch5_wp_energy_ratio_1,30,0.6224327991556203,0.05020570827106563
C6,ch5_wp_energy_ratio_2,30,0.036136655728779596,0.00802991176283728
C6,ch5_wp_energy_ratio_3,30,0.04153211412079315,0.00542125051949862
C6,ch5_wp_energy_ratio_4,30,0.02524524934172195,0.0043761053909209015
C6,ch5_wp_energy_ratio_5,30,0.056223985907595,0.009835912409500859
C6,ch5_wp_energy_ratio_6,30,0.16721773928396486,0.02733918726854176
C6,ch5_wp_energy_ratio_7,30,0.035782829981584,0.01753302963306195
C6,ch5_wp_energy_ratio_8,30,0.0101737573146951,0.0023146453724768243
C6,ch5_wp_entropy,30,1.2743411081153484,0.09057398811913897
C6,ch5_wp_energy_max_ratio,30,0.6224327991556203,0.05020570827106563
C6,ch6_mean,30,-0.00424828254656665,0.006605567762006074
C6,ch6_std,30,0.1194983216072185,0.00752770048402196
C6,ch6_var,30,0.0142800809744323,0.0017735193037684248
C6,ch6_min,30,-0.6305000000000001,0.1875
C6,ch6_max,30,0.708,0.138
C6,ch6_ptp,30,1.354,0.33375
C6,ch6_median,30,-0.004,0.007750000000000001
C6,ch6_q25,30,-0.083,0.007749999999999993
C6,ch6_q75,30,0.072,0.013749999999999998
C6,ch6_iqr,30,0.153,0.008249999999999924
C6,ch6_rms,30,0.12101639864774186,0.007915280541010386
C6,ch6_mean_abs,30,0.094474992844365,0.0052951197926429106
C6,ch6_skew,30,0.0572916685175785,0.045494557378597866
C6,ch6_kurtosis,30,0.5286519878116813,0.4752375406661688
C6,ch6_crest_factor,30,5.820462090310345,1.1220446577202958
C6,ch6_shape_factor,30,1.2738839689291566,0.01951494282731492
C6,ch6_impulse_factor,30,7.4536636947062425,1.58907291048361
C6,ch6_margin_factor,30,8.88005237291162,1.9853069153316536
C6,ch6_dom_freq_norm,30,0.02099609375,0.07454083075213713
C6,ch6_dom_power,30,5.110633337547733,1.5163976004880162
C6,ch6_spec_centroid,30,0.13855352987626507,0.014881388622944552
C6,ch6_rms_freq,30,0.1890515557912718,0.018737629569052006
C6,ch6_spec_entropy,30,4.2458434874232545,0.15907338195269727
C6,ch6_band_power_q1,30,14.551858654618794,2.76785942749237
C6,ch6_band_power_q2,30,8.188348410581803,2.474594315239502
C6,ch6_band_power_q3,30,4.905391744853993,0.8789027710404573
C6,ch6_band_power_q4,30,1.4083675563158948,0.8772676282478621
C6,ch6_band_ratio_q4_q1,30,0.08811006711922675,0.08733436239975205
C6,ch6_total_power,30,28.982248531095138,3.703893492077853
C6,ch6_wp_energy_1,30,1572.191057929502,177.88383403887974
C6,ch6_wp_energy_2,30,86.67494199041326,15.399114535723584
C6,ch6_wp_energy_3,30,393.423516056492,104.40346278676333
C6,ch6_wp_energy_4,30,378.8689163972731,114.35336164608572
C6,ch6_wp_energy_5,30,192.24099588682515,33.777979732986466
C6,ch6_wp_energy_6,30,422.51348122574535,71.82800148836515
C6,ch6_wp_energy_7,30,91.55911615458193,70.77496176516277
C6,ch6_wp_energy_8,30,18.913349977720774,2.5999613952048506
C6,ch6_wp_energy_ratio_1,30,0.48244912626672815,0.03700687882254028
C6,ch6_wp_energy_ratio_2,30,0.02644663893136845,0.004671614725295325
C6,ch6_wp_energy_ratio_3,30,0.1207155471686274,0.02241969376540562
C6,ch6_wp_energy_ratio_4,30,0.11281564544736486,0.0216173833282476
C6,ch6_wp_energy_ratio_5,30,0.0609748448280658,0.006259398932207533
C6,ch6_wp_energy_ratio_6,30,0.13481017157741249,0.016540738239142982
C6,ch6_wp_energy_ratio_7,30,0.03658347219407085,0.02285980376323615
C6,ch6_wp_energy_ratio_8,30,0.00571995395492275,0.0014051329915920749
C6,ch6_wp_entropy,30,1.5479235869996115,0.064370835309008
C6,ch6_wp_energy_max_ratio,30,0.48244912626672815,0.03700687882254028
C6,ch7_mean,30,0.1152262502290528,0.010734099798076269
C6,ch7_std,30,0.03131844897333355,0.004490194069163771
C6,ch7_var,30,0.00098085807059535,0.00027944932382070005
C6,ch7_min,30,-0.005,1.0
C6,ch7_max,30,0.2775,0.04300000000000004
C6,ch7_ptp,30,0.2825,0.04300000000000004
C6,ch7_median,30,0.11,0.009750000000000009
C6,ch7_q25,30,0.0975,0.008999999999999994
C6,ch7_q75,30,0.125,0.009500000000000008
C6,ch7_iqr,30,0.0279999999999999,0.002999999999999975
C6,ch7_rms,30,0.11951941665904015,0.01149040581743789
C6,ch7_mean_abs,30,0.1152449369941788,0.010734295888900014
C6,ch7_skew,30,1.289419483010093,0.26960875199978274
C6,ch7_kurtosis,30,4.036565041109517,0.8583049901700717
C6,ch7_crest_factor,30,2.328731318517578,0.18430108900940034
C6,ch7_shape_factor,30,1.0365486397770802,0.005070185601230293
C6,ch7_impulse_factor,30,2.4112106591879408,0.18851538073424212
C6,ch7_margin_factor,30,2.4556945315273184,0.19856504297672117
C6,ch7_dom_freq_norm,30,0.00048828125,1.0
C6,ch7_dom_power,30,0.10352768829636735,0.03335223367507506
C6,ch7_spec_centroid,30,0.00214861456662815,0.00016090785322185
C6,ch7_rms_freq,30,0.007297869429654951,0.0009335701760539491
C6,ch7_spec_entropy,30,2.166405289866164,0.05685650678300558
C6,ch7_band_power_q1,30,0.3258915354804037,0.10176276899156544
C6,ch7_band_power_q2,30,5.7379392167483716e-05,8.956262813127503e-07
C6,ch7_band_power_q3,30,4.7359853691880294e-05,2.2301708266385037e-06
C6,ch7_band_power_q4,30,3.8959135688561445e-05,1.7788465305837453e-06
C6,ch7_band_ratio_q4_q1,30,0.00011798943519175,3.780332199895002e-05
C6,ch7_total_power,30,0.3260343354765078,0.1017644733894103
C6,ch7_wp_energy_1,30,3127.3587100911627,604.2539364920708
C6,ch7_wp_energy_2,30,0.00336999700019205,6.437022366905009e-05
C6,ch7_wp_energy_3,30,0.00340284146282235,9.338746090332495e-05
C6,ch7_wp_energy_4,30,0.002613873180151,4.3389496761749805e-05
C6,ch7_wp_energy_5,30,0.0025598259428388998,8.167466854030027e-05
C6,ch7_wp_energy_6,30,0.0026070363969837003,0.00010817594134567487
C6,ch7_wp_energy_7,30,0.0021502535722787,0.00013261640398667474
C6,ch7_wp_energy_8,30,0.0020075892877118497,7.240411963392503e-05
C6,ch7_wp_energy_ratio_1,30,0.9999940371851948,1.0808329360401103e-06
C6,ch7_wp_energy_ratio_2,30,1.0816265073463302e-06,1.876036316433527e-07
C6,ch7_wp_energy_ratio_3,30,1.0921190028572926e-06,2.1341095984618273e-07
C6,ch7_wp_energy_ratio_4,30,8.364283585298348e-07,1.4473006260824045e-07
C6,ch7_wp_energy_ratio_5,30,8.096374118700023e-07,1.324105349186755e-07
C6,ch7_wp_energy_ratio_6,30,8.212466137923934e-07,1.5094186461494035e-07
C6,ch7_wp_energy_ratio_7,30,6.842199681134855e-07,1.4883336823082112e-07
C6,ch7_wp_energy_ratio_8,30,6.366432382183605e-07,1.1436035565334858e-07
C6,ch7_wp_entropy,30,8.917998662819958e-05,1.5092857390373689e-05
C6,ch7_wp_energy_max_ratio,30,0.9999940371851948,1.0808329360401103e-06
