file,tool,group,channel,path,shape,n_samples,dtype,compression,attrs,fs_measured_hz,status,status_evidence
M2T5R881C4923VB135.h5,T5,signals_sensor,force_sensor_x,signals_sensor/force_sensor_x,1x112850,1,float32,gzip,"{""unit"": ""N""}",24966.0952,primary,no documented artefact matches this channel name
M2T5R881C4923VB135.h5,T5,signals_sensor,force_sensor_y,signals_sensor/force_sensor_y,1x112850,1,float32,gzip,"{""unit"": ""N""}",24966.0952,primary,no documented artefact matches this channel name
M2T5R881C4923VB135.h5,T5,signals_sensor,force_sensor_z,signals_sensor/force_sensor_z,1x112850,1,float32,gzip,"{""unit"": ""N""}",24966.0952,primary,no documented artefact matches this channel name
M2T5R881C4923VB135.h5,T5,signals_sensor,time_sensor,signals_sensor/time_sensor,1x112850,1,float32,gzip,"{""unit"": ""s""}",24966.0952,primary,no documented artefact matches this channel name
M2T6R1C11VB3.h5,T6,labels,cumulated_tool_contact_time,labels/cumulated_tool_contact_time,1x1,1,float32,,"{""unit"": ""min""}",,primary,no documented artefact matches this channel name
M2T6R1C11VB3.h5,T6,labels,machine,labels/machine,1x1,1,int32,,{},,primary,no documented artefact matches this channel name
M2T6R1C11VB3.h5,T6,labels,run,labels/run,1x1,1,int32,,{},,primary,no documented artefact matches this channel name
M2T6R1C11VB3.h5,T6,labels,tool,labels/tool,1x1,1,int32,,{},,primary,no documented artefact matches this channel name
M2T6R1C11VB3.h5,T6,labels,wear,labels/wear,1x1,1,int32,,"{""unit"": ""micrometer""}",,primary,no documented artefact matches this channel name
M2T6R1C11VB3.h5,T6,signals_machine,force_axis_x,signals_machine/force_axis_x,1x2258,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,"channel name matches the documented 'force_axis' exactly. Present on M2 and M3 files only (M1 instead carries torque_axis_*, a separate, undocumented channel kept primary). Restricted for T4-T6 (M2 aliasing) and T7-T8 (M3 coordinate mismatch); T9 is not named in the documentation and stays primary."
M2T6R1C11VB3.h5,T6,signals_machine,force_axis_y,signals_machine/force_axis_y,1x2258,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,"channel name matches the documented 'force_axis' exactly. Present on M2 and M3 files only (M1 instead carries torque_axis_*, a separate, undocumented channel kept primary). Restricted for T4-T6 (M2 aliasing) and T7-T8 (M3 coordinate mismatch); T9 is not named in the documentation and stays primary."
M2T6R1C11VB3.h5,T6,signals_machine,force_axis_z,signals_machine/force_axis_z,1x2258,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,"channel name matches the documented 'force_axis' exactly. Present on M2 and M3 files only (M1 instead carries torque_axis_*, a separate, undocumented channel kept primary). Restricted for T4-T6 (M2 aliasing) and T7-T8 (M3 coordinate mismatch); T9 is not named in the documentation and stays primary."
M2T6R1C11VB3.h5,T6,signals_machine,position_control_deviation_axis_x,signals_machine/position_control_deviation_axis_x,1x2258,1,float32,,"{""unit"": ""mm""}",500.0027,primary,"documented artefact scope is ['T7', 'T8']; does not name T6"
M2T6R1C11VB3.h5,T6,signals_machine,position_control_deviation_axis_y,signals_machine/position_control_deviation_axis_y,1x2258,1,float32,,"{""unit"": ""mm""}",500.0027,primary,"documented artefact scope is ['T7', 'T8']; does not name T6"
M2T6R1C11VB3.h5,T6,signals_machine,time_machine,signals_machine/time_machine,1x2258,1,float32,,"{""unit"": ""s""}",500.0027,primary,no documented artefact matches this channel name
M2T6R1C11VB3.h5,T6,signals_machine,tool_position_x,signals_machine/tool_position_x,1x2258,1,float32,,"{""unit"": ""mm""}",500.0027,unresolved,possible match for documented name(s) ['position_axis']; not confirmed
M2T6R1C11VB3.h5,T6,signals_machine,tool_position_y,signals_machine/tool_position_y,1x2258,1,float32,,"{""unit"": ""mm""}",500.0027,unresolved,possible match for documented name(s) ['position_axis']; not confirmed
M2T6R1C11VB3.h5,T6,signals_machine,tool_position_z,signals_machine/tool_position_z,1x2258,1,float32,,"{""unit"": ""mm""}",500.0027,unresolved,possible match for documented name(s) ['position_axis']; not confirmed
M2T6R1C11VB3.h5,T6,signals_machine,torque_spindle,signals_machine/torque_spindle,1x2258,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,channel name matches the documented 'torque_spindle' exactly (M2 aliasing)
M2T6R1C11VB3.h5,T6,signals_sensor,force_sensor_x,signals_sensor/force_sensor_x,1x112850,1,float32,gzip,"{""unit"": ""N""}",24966.0952,primary,no documented artefact matches this channel name
M2T6R1C11VB3.h5,T6,signals_sensor,force_sensor_y,signals_sensor/force_sensor_y,1x112850,1,float32,gzip,"{""unit"": ""N""}",24966.0952,primary,no documented artefact matches this channel name
M2T6R1C11VB3.h5,T6,signals_sensor,force_sensor_z,signals_sensor/force_sensor_z,1x112850,1,float32,gzip,"{""unit"": ""N""}",24966.0952,primary,no documented artefact matches this channel name
M2T6R1C11VB3.h5,T6,signals_sensor,time_sensor,signals_sensor/time_sensor,1x112850,1,float32,gzip,"{""unit"": ""s""}",24966.0952,primary,no documented artefact matches this channel name
M2T6R464C2584VB80.h5,T6,labels,cumulated_tool_contact_time,labels/cumulated_tool_contact_time,1x1,1,float32,,"{""unit"": ""min""}",,primary,no documented artefact matches this channel name
M2T6R464C2584VB80.h5,T6,labels,machine,labels/machine,1x1,1,int32,,{},,primary,no documented artefact matches this channel name
M2T6R464C2584VB80.h5,T6,labels,run,labels/run,1x1,1,int32,,{},,primary,no documented artefact matches this channel name
M2T6R464C2584VB80.h5,T6,labels,tool,labels/tool,1x1,1,int32,,{},,primary,no documented artefact matches this channel name
M2T6R464C2584VB80.h5,T6,labels,wear,labels/wear,1x1,1,int32,,"{""unit"": ""micrometer""}",,primary,no documented artefact matches this channel name
M2T6R464C2584VB80.h5,T6,signals_machine,force_axis_x,signals_machine/force_axis_x,1x2258,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,"channel name matches the documented 'force_axis' exactly. Present on M2 and M3 files only (M1 instead carries torque_axis_*, a separate, undocumented channel kept primary). Restricted for T4-T6 (M2 aliasing) and T7-T8 (M3 coordinate mismatch); T9 is not named in the documentation and stays primary."
M2T6R464C2584VB80.h5,T6,signals_machine,force_axis_y,signals_machine/force_axis_y,1x2258,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,"channel name matches the documented 'force_axis' exactly. Present on M2 and M3 files only (M1 instead carries torque_axis_*, a separate, undocumented channel kept primary). Restricted for T4-T6 (M2 aliasing) and T7-T8 (M3 coordinate mismatch); T9 is not named in the documentation and stays primary."
M2T6R464C2584VB80.h5,T6,signals_machine,force_axis_z,signals_machine/force_axis_z,1x2258,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,"channel name matches the documented 'force_axis' exactly. Present on M2 and M3 files only (M1 instead carries torque_axis_*, a separate, undocumented channel kept primary). Restricted for T4-T6 (M2 aliasing) and T7-T8 (M3 coordinate mismatch); T9 is not named in the documentation and stays primary."
M2T6R464C2584VB80.h5,T6,signals_machine,position_control_deviation_axis_x,signals_machine/position_control_deviation_axis_x,1x2258,1,float32,,"{""unit"": ""mm""}",500.0027,primary,"documented artefact scope is ['T7', 'T8']; does not name T6"
M2T6R464C2584VB80.h5,T6,signals_machine,position_control_deviation_axis_y,signals_machine/position_control_deviation_axis_y,1x2258,1,float32,,"{""unit"": ""mm""}",500.0027,primary,"documented artefact scope is ['T7', 'T8']; does not name T6"
M2T6R464C2584VB80.h5,T6,signals_machine,time_machine,signals_machine/time_machine,1x2258,1,float32,,"{""unit"": ""s""}",500.0027,primary,no documented artefact matches this channel name
M2T6R464C2584VB80.h5,T6,signals_machine,tool_position_x,signals_machine/tool_position_x,1x2258,1,float32,,"{""unit"": ""mm""}",500.0027,unresolved,possible match for documented name(s) ['position_axis']; not confirmed
M2T6R464C2584VB80.h5,T6,signals_machine,tool_position_y,signals_machine/tool_position_y,1x2258,1,float32,,"{""unit"": ""mm""}",500.0027,unresolved,possible match for documented name(s) ['position_axis']; not confirmed
M2T6R464C2584VB80.h5,T6,signals_machine,tool_position_z,signals_machine/tool_position_z,1x2258,1,float32,,"{""unit"": ""mm""}",500.0027,unresolved,possible match for documented name(s) ['position_axis']; not confirmed
M2T6R464C2584VB80.h5,T6,signals_machine,torque_spindle,signals_machine/torque_spindle,1x2258,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,channel name matches the documented 'torque_spindle' exactly (M2 aliasing)
M2T6R464C2584VB80.h5,T6,signals_sensor,force_sensor_x,signals_sensor/force_sensor_x,1x112850,1,float32,gzip,"{""unit"": ""N""}",24966.0952,primary,no documented artefact matches this channel name
M2T6R464C2584VB80.h5,T6,signals_sensor,force_sensor_y,signals_sensor/force_sensor_y,1x112850,1,float32,gzip,"{""unit"": ""N""}",24966.0952,primary,no documented artefact matches this channel name
M2T6R464C2584VB80.h5,T6,signals_sensor,force_sensor_z,signals_sensor/force_sensor_z,1x112850,1,float32,gzip,"{""unit"": ""N""}",24966.0952,primary,no documented artefact matches this channel name
M2T6R464C2584VB80.h5,T6,signals_sensor,time_sensor,signals_sensor/time_sensor,1x112850,1,float32,gzip,"{""unit"": ""s""}",24966.0952,primary,no documented artefact matches this channel name
M2T6R881C4933VB135.h5,T6,labels,cumulated_tool_contact_time,labels/cumulated_tool_contact_time,1x1,1,float32,,"{""unit"": ""min""}",,primary,no documented artefact matches this channel name
M2T6R881C4933VB135.h5,T6,labels,machine,labels/machine,1x1,1,int32,,{},,primary,no documented artefact matches this channel name
M2T6R881C4933VB135.h5,T6,labels,run,labels/run,1x1,1,int32,,{},,primary,no documented artefact matches this channel name
M2T6R881C4933VB135.h5,T6,labels,tool,labels/tool,1x1,1,int32,,{},,primary,no documented artefact matches this channel name
M2T6R881C4933VB135.h5,T6,labels,wear,labels/wear,1x1,1,int32,,"{""unit"": ""micrometer""}",,primary,no documented artefact matches this channel name
M2T6R881C4933VB135.h5,T6,signals_machine,force_axis_x,signals_machine/force_axis_x,1x2258,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,"channel name matches the documented 'force_axis' exactly. Present on M2 and M3 files only (M1 instead carries torque_axis_*, a separate, undocumented channel kept primary). Restricted for T4-T6 (M2 aliasing) and T7-T8 (M3 coordinate mismatch); T9 is not named in the documentation and stays primary."
M2T6R881C4933VB135.h5,T6,signals_machine,force_axis_y,signals_machine/force_axis_y,1x2258,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,"channel name matches the documented 'force_axis' exactly. Present on M2 and M3 files only (M1 instead carries torque_axis_*, a separate, undocumented channel kept primary). Restricted for T4-T6 (M2 aliasing) and T7-T8 (M3 coordinate mismatch); T9 is not named in the documentation and stays primary."
M2T6R881C4933VB135.h5,T6,signals_machine,force_axis_z,signals_machine/force_axis_z,1x2258,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,"channel name matches the documented 'force_axis' exactly. Present on M2 and M3 files only (M1 instead carries torque_axis_*, a separate, undocumented channel kept primary). Restricted for T4-T6 (M2 aliasing) and T7-T8 (M3 coordinate mismatch); T9 is not named in the documentation and stays primary."
M2T6R881C4933VB135.h5,T6,signals_machine,position_control_deviation_axis_x,signals_machine/position_control_deviation_axis_x,1x2258,1,float32,,"{""unit"": ""mm""}",500.0027,primary,"documented artefact scope is ['T7', 'T8']; does not name T6"
M2T6R881C4933VB135.h5,T6,signals_machine,position_control_deviation_axis_y,signals_machine/position_control_deviation_axis_y,1x2258,1,float32,,"{""unit"": ""mm""}",500.0027,primary,"documented artefact scope is ['T7', 'T8']; does not name T6"
M2T6R881C4933VB135.h5,T6,signals_machine,time_machine,signals_machine/time_machine,1x2258,1,float32,,"{""unit"": ""s""}",500.0027,primary,no documented artefact matches this channel name
M2T6R881C4933VB135.h5,T6,signals_machine,tool_position_x,signals_machine/tool_position_x,1x2258,1,float32,,"{""unit"": ""mm""}",500.0027,unresolved,possible match for documented name(s) ['position_axis']; not confirmed
M2T6R881C4933VB135.h5,T6,signals_machine,tool_position_y,signals_machine/tool_position_y,1x2258,1,float32,,"{""unit"": ""mm""}",500.0027,unresolved,possible match for documented name(s) ['position_axis']; not confirmed
M2T6R881C4933VB135.h5,T6,signals_machine,tool_position_z,signals_machine/tool_position_z,1x2258,1,float32,,"{""unit"": ""mm""}",500.0027,unresolved,possible match for documented name(s) ['position_axis']; not confirmed
M2T6R881C4933VB135.h5,T6,signals_machine,torque_spindle,signals_machine/torque_spindle,1x2258,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,channel name matches the documented 'torque_spindle' exactly (M2 aliasing)
M2T6R881C4933VB135.h5,T6,signals_sensor,force_sensor_x,signals_sensor/force_sensor_x,1x112850,1,float32,gzip,"{""unit"": ""N""}",24966.0952,primary,no documented artefact matches this channel name
M2T6R881C4933VB135.h5,T6,signals_sensor,force_sensor_y,signals_sensor/force_sensor_y,1x112850,1,float32,gzip,"{""unit"": ""N""}",24966.0952,primary,no documented artefact matches this channel name
M2T6R881C4933VB135.h5,T6,signals_sensor,force_sensor_z,signals_sensor/force_sensor_z,1x112850,1,float32,gzip,"{""unit"": ""N""}",24966.0952,primary,no documented artefact matches this channel name
M2T6R881C4933VB135.h5,T6,signals_sensor,time_sensor,signals_sensor/time_sensor,1x112850,1,float32,gzip,"{""unit"": ""s""}",24966.0952,primary,no documented artefact matches this channel name
M3T7R1C11VB3.h5,T7,labels,cumulated_tool_contact_time,labels/cumulated_tool_contact_time,1x1,1,float32,,"{""unit"": ""min""}",,primary,no documented artefact matches this channel name
M3T7R1C11VB3.h5,T7,labels,machine,labels/machine,1x1,1,int32,,{},,primary,no documented artefact matches this channel name
M3T7R1C11VB3.h5,T7,labels,run,labels/run,1x1,1,int32,,{},,primary,no documented artefact matches this channel name
M3T7R1C11VB3.h5,T7,labels,tool,labels/tool,1x1,1,int32,,{},,primary,no documented artefact matches this channel name
M3T7R1C11VB3.h5,T7,labels,wear,labels/wear,1x1,1,int32,,"{""unit"": ""micrometer""}",,primary,no documented artefact matches this channel name
M3T7R1C11VB3.h5,T7,signals_machine,force_axis_x,signals_machine/force_axis_x,1x2224,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,"channel name matches the documented 'force_axis' exactly. Present on M2 and M3 files only (M1 instead carries torque_axis_*, a separate, undocumented channel kept primary). Restricted for T4-T6 (M2 aliasing) and T7-T8 (M3 coordinate mismatch); T9 is not named in the documentation and stays primary."
M3T7R1C11VB3.h5,T7,signals_machine,force_axis_y,signals_machine/force_axis_y,1x2224,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,"channel name matches the documented 'force_axis' exactly. Present on M2 and M3 files only (M1 instead carries torque_axis_*, a separate, undocumented channel kept primary). Restricted for T4-T6 (M2 aliasing) and T7-T8 (M3 coordinate mismatch); T9 is not named in the documentation and stays primary."
M3T7R1C11VB3.h5,T7,signals_machine,force_axis_z,signals_machine/force_axis_z,1x2224,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,"channel name matches the documented 'force_axis' exactly. Present on M2 and M3 files only (M1 instead carries torque_axis_*, a separate, undocumented channel kept primary). Restricted for T4-T6 (M2 aliasing) and T7-T8 (M3 coordinate mismatch); T9 is not named in the documentation and stays primary."
M3T7R1C11VB3.h5,T7,signals_machine,position_control_deviation_axis_x,signals_machine/position_control_deviation_axis_x,1x2224,1,float32,,"{""unit"": ""mm""}",500.0027,restricted,channel name matches the documented 'position_control_deviation_axis' exactly (M3 coordinate mismatch)
M3T7R1C11VB3.h5,T7,signals_machine,position_control_deviation_axis_y,signals_machine/position_control_deviation_axis_y,1x2224,1,float32,,"{""unit"": ""mm""}",500.0027,restricted,channel name matches the documented 'position_control_deviation_axis' exactly (M3 coordinate mismatch)
M3T7R1C11VB3.h5,T7,signals_machine,time_machine,signals_machine/time_machine,1x2224,1,float32,,"{""unit"": ""s""}",500.0027,primary,no documented artefact matches this channel name
M3T7R1C11VB3.h5,T7,signals_machine,tool_position_x,signals_machine/tool_position_x,1x2224,1,float32,,"{""unit"": ""mm""}",500.0027,unresolved,possible match for documented name(s) ['position_axis']; not confirmed
M3T7R1C11VB3.h5,T7,signals_machine,tool_position_y,signals_machine/tool_position_y,1x2224,1,float32,,"{""unit"": ""mm""}",500.0027,unresolved,possible match for documented name(s) ['position_axis']; not confirmed
M3T7R1C11VB3.h5,T7,signals_machine,tool_position_z,signals_machine/tool_position_z,1x2224,1,float32,,"{""unit"": ""mm""}",500.0027,unresolved,possible match for documented name(s) ['position_axis']; not confirmed
M3T7R1C11VB3.h5,T7,signals_machine,torque_spindle,signals_machine/torque_spindle,1x2224,1,float32,,"{""unit"": ""Nm""}",500.0027,primary,"documented artefact scope is ['T4', 'T5', 'T6']; does not name T7"
M3T7R1C11VB3.h5,T7,signals_sensor,force_sensor_x,signals_sensor/force_sensor_x,1x111150,1,float32,gzip,"{""unit"": ""N""}",24966.0952,primary,no documented artefact matches this channel name
M3T7R1C11VB3.h5,T7,signals_sensor,force_sensor_y,signals_sensor/force_sensor_y,1x111150,1,float32,gzip,"{""unit"": ""N""}",24966.0952,primary,no documented artefact matches this channel name
M3T7R1C11VB3.h5,T7,signals_sensor,force_sensor_z,signals_sensor/force_sensor_z,1x111150,1,float32,gzip,"{""unit"": ""N""}",24966.0952,primary,no documented artefact matches this channel name
M3T7R1C11VB3.h5,T7,signals_sensor,time_sensor,signals_sensor/time_sensor,1x111150,1,float32,gzip,"{""unit"": ""s""}",24966.0952,primary,no documented artefact matches this channel name
M3T7R305C1726VB75.h5,T7,labels,cumulated_tool_contact_time,labels/cumulated_tool_contact_time,1x1,1,float32,,"{""unit"": ""min""}",,primary,no documented artefact matches this channel name
M3T7R305C1726VB75.h5,T7,labels,machine,labels/machine,1x1,1,int32,,{},,primary,no documented artefact matches this channel name
M3T7R305C1726VB75.h5,T7,labels,run,labels/run,1x1,1,int32,,{},,primary,no documented artefact matches this channel name
M3T7R305C1726VB75.h5,T7,labels,tool,labels/tool,1x1,1,int32,,{},,primary,no documented artefact matches this channel name
M3T7R305C1726VB75.h5,T7,labels,wear,labels/wear,1x1,1,int32,,"{""unit"": ""micrometer""}",,primary,no documented artefact matches this channel name
M3T7R305C1726VB75.h5,T7,signals_machine,force_axis_x,signals_machine/force_axis_x,1x2224,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,"channel name matches the documented 'force_axis' exactly. Present on M2 and M3 files only (M1 instead carries torque_axis_*, a separate, undocumented channel kept primary). Restricted for T4-T6 (M2 aliasing) and T7-T8 (M3 coordinate mismatch); T9 is not named in the documentation and stays primary."
M3T7R305C1726VB75.h5,T7,signals_machine,force_axis_y,signals_machine/force_axis_y,1x2224,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,"channel name matches the documented 'force_axis' exactly. Present on M2 and M3 files only (M1 instead carries torque_axis_*, a separate, undocumented channel kept primary). Restricted for T4-T6 (M2 aliasing) and T7-T8 (M3 coordinate mismatch); T9 is not named in the documentation and stays primary."
M3T7R305C1726VB75.h5,T7,signals_machine,force_axis_z,signals_machine/force_axis_z,1x2224,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,"channel name matches the documented 'force_axis' exactly. Present on M2 and M3 files only (M1 instead carries torque_axis_*, a separate, undocumented channel kept primary). Restricted for T4-T6 (M2 aliasing) and T7-T8 (M3 coordinate mismatch); T9 is not named in the documentation and stays primary."
M3T7R305C1726VB75.h5,T7,signals_machine,position_control_deviation_axis_x,signals_machine/position_control_deviation_axis_x,1x2224,1,float32,,"{""unit"": ""mm""}",500.0027,restricted,channel name matches the documented 'position_control_deviation_axis' exactly (M3 coordinate mismatch)
M3T7R305C1726VB75.h5,T7,signals_machine,position_control_deviation_axis_y,signals_machine/position_control_deviation_axis_y,1x2224,1,float32,,"{""unit"": ""mm""}",500.0027,restricted,channel name matches the documented 'position_control_deviation_axis' exactly (M3 coordinate mismatch)
M3T7R305C1726VB75.h5,T7,signals_machine,time_machine,signals_machine/time_machine,1x2224,1,float32,,"{""unit"": ""s""}",500.0027,primary,no documented artefact matches this channel name
M3T7R305C1726VB75.h5,T7,signals_machine,tool_position_x,signals_machine/tool_position_x,1x2224,1,float32,,"{""unit"": ""mm""}",500.0027,unresolved,possible match for documented name(s) ['position_axis']; not confirmed
M3T7R305C1726VB75.h5,T7,signals_machine,tool_position_y,signals_machine/tool_position_y,1x2224,1,float32,,"{""unit"": ""mm""}",500.0027,unresolved,possible match for documented name(s) ['position_axis']; not confirmed
M3T7R305C1726VB75.h5,T7,signals_machine,tool_position_z,signals_machine/tool_position_z,1x2224,1,float32,,"{""unit"": ""mm""}",500.0027,unresolved,possible match for documented name(s) ['position_axis']; not confirmed
M3T7R305C1726VB75.h5,T7,signals_machine,torque_spindle,signals_machine/torque_spindle,1x2224,1,float32,,"{""unit"": ""Nm""}",500.0027,primary,"documented artefact scope is ['T4', 'T5', 'T6']; does not name T7"
M3T7R305C1726VB75.h5,T7,signals_sensor,force_sensor_x,signals_sensor/force_sensor_x,1x111150,1,float32,gzip,"{""unit"": ""N""}",24966.0952,primary,no documented artefact matches this channel name
M3T7R305C1726VB75.h5,T7,signals_sensor,force_sensor_y,signals_sensor/force_sensor_y,1x111150,1,float32,gzip,"{""unit"": ""N""}",24966.0952,primary,no documented artefact matches this channel name
M3T7R305C1726VB75.h5,T7,signals_sensor,force_sensor_z,signals_sensor/force_sensor_z,1x111150,1,float32,gzip,"{""unit"": ""N""}",24966.0952,primary,no documented artefact matches this channel name
M3T7R305C1726VB75.h5,T7,signals_sensor,time_sensor,signals_sensor/time_sensor,1x111150,1,float32,gzip,"{""unit"": ""s""}",24966.0952,primary,no documented artefact matches this channel name
M3T7R578C3267VB145.h5,T7,labels,cumulated_tool_contact_time,labels/cumulated_tool_contact_time,1x1,1,float32,,"{""unit"": ""min""}",,primary,no documented artefact matches this channel name
M3T7R578C3267VB145.h5,T7,labels,machine,labels/machine,1x1,1,int32,,{},,primary,no documented artefact matches this channel name
M3T7R578C3267VB145.h5,T7,labels,run,labels/run,1x1,1,int32,,{},,primary,no documented artefact matches this channel name
M3T7R578C3267VB145.h5,T7,labels,tool,labels/tool,1x1,1,int32,,{},,primary,no documented artefact matches this channel name
M3T7R578C3267VB145.h5,T7,labels,wear,labels/wear,1x1,1,int32,,"{""unit"": ""micrometer""}",,primary,no documented artefact matches this channel name
M3T7R578C3267VB145.h5,T7,signals_machine,force_axis_x,signals_machine/force_axis_x,1x2224,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,"channel name matches the documented 'force_axis' exactly. Present on M2 and M3 files only (M1 instead carries torque_axis_*, a separate, undocumented channel kept primary). Restricted for T4-T6 (M2 aliasing) and T7-T8 (M3 coordinate mismatch); T9 is not named in the documentation and stays primary."
M3T7R578C3267VB145.h5,T7,signals_machine,force_axis_y,signals_machine/force_axis_y,1x2224,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,"channel name matches the documented 'force_axis' exactly. Present on M2 and M3 files only (M1 instead carries torque_axis_*, a separate, undocumented channel kept primary). Restricted for T4-T6 (M2 aliasing) and T7-T8 (M3 coordinate mismatch); T9 is not named in the documentation and stays primary."
M3T7R578C3267VB145.h5,T7,signals_machine,force_axis_z,signals_machine/force_axis_z,1x2224,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,"channel name matches the documented 'force_axis' exactly. Present on M2 and M3 files only (M1 instead carries torque_axis_*, a separate, undocumented channel kept primary). Restricted for T4-T6 (M2 aliasing) and T7-T8 (M3 coordinate mismatch); T9 is not named in the documentation and stays primary."
M3T7R578C3267VB145.h5,T7,signals_machine,position_control_deviation_axis_x,signals_machine/position_control_deviation_axis_x,1x2224,1,float32,,"{""unit"": ""mm""}",500.0027,restricted,channel name matches the documented 'position_control_deviation_axis' exactly (M3 coordinate mismatch)
M3T7R578C3267VB145.h5,T7,signals_machine,position_control_deviation_axis_y,signals_machine/position_control_deviation_axis_y,1x2224,1,float32,,"{""unit"": ""mm""}",500.0027,restricted,channel name matches the documented 'position_control_deviation_axis' exactly (M3 coordinate mismatch)
M3T7R578C3267VB145.h5,T7,signals_machine,time_machine,signals_machine/time_machine,1x2224,1,float32,,"{""unit"": ""s""}",500.0027,primary,no documented artefact matches this channel name
M3T7R578C3267VB145.h5,T7,signals_machine,tool_position_x,signals_machine/tool_position_x,1x2224,1,float32,,"{""unit"": ""mm""}",500.0027,unresolved,possible match for documented name(s) ['position_axis']; not confirmed
M3T7R578C3267VB145.h5,T7,signals_machine,tool_position_y,signals_machine/tool_position_y,1x2224,1,float32,,"{""unit"": ""mm""}",500.0027,unresolved,possible match for documented name(s) ['position_axis']; not confirmed
M3T7R578C3267VB145.h5,T7,signals_machine,tool_position_z,signals_machine/tool_position_z,1x2224,1,float32,,"{""unit"": ""mm""}",500.0027,unresolved,possible match for documented name(s) ['position_axis']; not confirmed
M3T7R578C3267VB145.h5,T7,signals_machine,torque_spindle,signals_machine/torque_spindle,1x2224,1,float32,,"{""unit"": ""Nm""}",500.0027,primary,"documented artefact scope is ['T4', 'T5', 'T6']; does not name T7"
M3T7R578C3267VB145.h5,T7,signals_sensor,force_sensor_x,signals_sensor/force_sensor_x,1x111150,1,float32,gzip,"{""unit"": ""N""}",24966.0952,primary,no documented artefact matches this channel name
M3T7R578C3267VB145.h5,T7,signals_sensor,force_sensor_y,signals_sensor/force_sensor_y,1x111150,1,float32,gzip,"{""unit"": ""N""}",24966.0952,primary,no documented artefact matches this channel name
M3T7R578C3267VB145.h5,T7,signals_sensor,force_sensor_z,signals_sensor/force_sensor_z,1x111150,1,float32,gzip,"{""unit"": ""N""}",24966.0952,primary,no documented artefact matches this channel name
M3T7R578C3267VB145.h5,T7,signals_sensor,time_sensor,signals_sensor/time_sensor,1x111150,1,float32,gzip,"{""unit"": ""s""}",24966.0952,primary,no documented artefact matches this channel name
M3T8R1C177VB34.h5,T8,labels,cumulated_tool_contact_time,labels/cumulated_tool_contact_time,1x1,1,float32,,"{""unit"": ""min""}",,primary,no documented artefact matches this channel name
M3T8R1C177VB34.h5,T8,labels,machine,labels/machine,1x1,1,int32,,{},,primary,no documented artefact matches this channel name
M3T8R1C177VB34.h5,T8,labels,run,labels/run,1x1,1,int32,,{},,primary,no documented artefact matches this channel name
M3T8R1C177VB34.h5,T8,labels,tool,labels/tool,1x1,1,int32,,{},,primary,no documented artefact matches this channel name
M3T8R1C177VB34.h5,T8,labels,wear,labels/wear,1x1,1,int32,,"{""unit"": ""micrometer""}",,primary,no documented artefact matches this channel name
M3T8R1C177VB34.h5,T8,signals_machine,force_axis_x,signals_machine/force_axis_x,1x2220,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,"channel name matches the documented 'force_axis' exactly. Present on M2 and M3 files only (M1 instead carries torque_axis_*, a separate, undocumented channel kept primary). Restricted for T4-T6 (M2 aliasing) and T7-T8 (M3 coordinate mismatch); T9 is not named in the documentation and stays primary."
M3T8R1C177VB34.h5,T8,signals_machine,force_axis_y,signals_machine/force_axis_y,1x2220,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,"channel name matches the documented 'force_axis' exactly. Present on M2 and M3 files only (M1 instead carries torque_axis_*, a separate, undocumented channel kept primary). Restricted for T4-T6 (M2 aliasing) and T7-T8 (M3 coordinate mismatch); T9 is not named in the documentation and stays primary."
M3T8R1C177VB34.h5,T8,signals_machine,force_axis_z,signals_machine/force_axis_z,1x2220,1,float32,,"{""unit"": ""Nm""}",500.0027,restricted,"channel name matches the documented 'force_axis' exactly. Present on M2 and M3 files only (M1 instead carries torque_axis_*, a separate, undocumented channel kept primary). Restricted for T4-T6 (M2 aliasing) and T7-T8 (M3 coordinate mismatch); T9 is not named in the documentation and stays primary."
M3T8R1C177VB34.h5,T8,signals_machine,position_control_deviation_axis_x,signals_machine/position_control_deviation_axis_x,1x2220,1,float32,,"{""unit"": ""mm""}",500.0027,restricted,channel name matches the documented 'position_control_deviation_axis' exactly (M3 coordinate mismatch)
